GaiaDR3,SpType
1515081328918440064,"DQ "
1515219691289797632,"DA "
1515317822702803456,"DA "
1515354999939950080,"DA "
1515612629257950720,"DA "
1515693894335906688,DA:
1515727493863435008,"DA "
1515744742451766400,"DA "
1515785493101840128,"DA "
1515869884914637824,DA:
1515909256879223168,"DA "
1515984543361746304,"DA "
1515991788971016320,"DA "
1516087961878692096,"DA "
1516256668193997824,DA:
1516442008918967296,"DA "
1516519176595172096,"DA "
1516545839751897856,"DC "
1516703963267781504,"DA "
1516766360552715904,"DA "
1516779314174181632,"DA "
1517025570419180160,"DA "
1517078037739515136,"DA "
1517185072620829952,"DA "
1517211250445438464,"DC "
1517211697121965440,"DA "
1517239773324267904,DC:
1517475790365881856,DZ:
1517487399662724608,DA:
1517504442092557696,"DA "
1517526397965615488,"DA "
1517564709073780480,"DA "
1517758772876402944,"DA "
1517760529518658560,"DA "
1517778461005976960,"DA "
1517786780358687744,"DC "
1517840102376860672,"DA "
1517868419096702208,"DA "
1517997504338290432,DA:
1518009289728604928,"DA "
1518084606274982784,"DA "
1518257985514928128,"DA "
1518303993204650880,"DA "
1518352719609121280,"DA "
1518401299983488256,"DA "
1518467378056038912,"DA "
1518558259563900416,"DC "
1518607149175975680,"DA "
1518645666442854400,"DA "
1518720192715220608,"DC "
1518744725568676736,"DA "
1518753178064521728,"DA "
1518943638389520384,DC:
1518980295934619008,"DA "
1519137904054684160,"DA "
1519309634027110016,"DC "
1519336713796357248,"DA "
1519362376225775744,"DA "
1519445595511785856,"DA "
1519496551003810816,"DA "
1519526688789831808,"DA "
1519904607256598144,"DA "
1519944120956009216,"DA "
1519972055423081856,"DA "
1520009786711308672,"DA "
1520035689658571264,"DQ "
1520200272805635840,"DA "
1520339738983825920,"DA "
1520345099103040256,"DC "
1520349256631388800,"DA "
1520393997305175424,"DZ "
1520396982307524224,"DA "
1520490548170921216,"DA "
1520588026748241792,"DA "
1520725495766070016,"DA "
1520755045141086208,"DA "
1521018481255324288,"DA "
1521078782596200960,"DA "
1521141145520988416,"DA "
1521164544502664064,"DQ "
1521226769989142144,"DC "
1521260373813124352,"DA "
1521307274856035840,DA:
1521308305648203776,"DA "
1521551847474059392,"DA "
1521599470071180672,"DA "
1521802295606523392,"DC "
1521898468514360448,"DA "
1522140502806435456,"DC "
1522303333607794944,"DA "
1522317313725391616,"DA "
1522363355775245056,"DA "
1522443933657255936,"DA "
1522569896457836544,"DA "
1522752514171264384,"DA "
1522966884579290368,"DA "
1523004199254889216,"DA "
1523055949315685120,"DA "
1523116177642231808,"DC "
1523278802283704448,"DA "
1523308076781238656,"DA "
1523329865152158080,"DA "
1523377552171830272,DC:
1523381709700573184,"DA "
1523397828713912192,"DA "
1523438197110128768,"DC "
1523463760755568000,"DA "
1523467402887806336,DA:
1523560861376165504,"DA "
1523586253222618112,"DC "
1523617761104512768,"DA "
1523639893071229184,"DA "
1523728021503561984,"DA "
1523742559969438080,"DA "
1523819658925649024,"DA "
1523861990123367808,"DQ "
1523870859230705792,"DA "
1523892020534835712,"DA "
1523940265903467648,"DA "
1524064854313478528,"DA "
1524205557443256192,"DC "
1524242253643844736,"DA "
1524302894286258304,"DA "
1524393672715066496,"DA "
1524417247791633536,"DB "
1524658448858445568,"DA "
1524862618718894336,"DA "
1525005933190038144,"DB "
1525025032907513472,"DA "
1525057124902673408,"DA "
1525062003985802368,"DA "
1525069567423388032,"DA "
1525249024041614464,DC:
1525286514812485888,"DA "
1525359868557998336,"DA "
1525363240108329216,"DA "
1525512017775872768,"DC "
1525522600575880960,"DA "
1525637774419723776,"DA "
1525787514158632832,"DA "
1525791259369541632,"DB "
1525798337476199168,"DA "
1525819945454840704,"DA "
1525969002297249792,"DA "
1525991503627965184,"DA "
1526040539272105088,"DA "
1526063109322805888,"DA "
1526086233426982144,"DA "
1526157255006308992,DA:
1526177325389630464,"DB "
1526296343226839936,"DA "
1526312389226729984,"DA "
1526313488736479616,"DB "
1526460651495689728,"DA "
1526486318220456320,"DA "
1526487005415245568,"DA "
1526498863822158592,"DA "
1526574931985335936,"DC "
1526666397608970240,"DA "
1526680867355547776,DC:
1526695573324163840,DA:
1526761883321880960,"DA "
1526856991078060416,"DA "
1527219765491531392,"DA "
1527224404056238848,DA:
1527242064961738880,"DA "
1527295906671678720,"DA "
1527325967146769664,"DZ "
1527435024956440704,"DA "
1527444542603987328,"DA "
1527509448149913344,"DA "
1527608266757312384,"DA "
1527701145426221824,"DA "
1527713579355402624,DA:
1527809271227078272,"DB "
1527875035765885184,"DA "
1527879021500200320,"DA "
1527940564084210816,"DA "
1528190393741232000,"DA "
1528231934664841600,"DA "
1528277697539619328,"DA "
1528375073038517120,"DA "
1528399812050247168,"DA "
1528420118655144448,"DA "
1528469837196909952,"DA "
1528498080901795968,"DA "
1528594636063458688,"DA "
1528596590271942272,"DA "
1528722694807934720,"DA "
1528741931964771072,"DA "
1528772924448986496,"DA "
1528773405485313536,"DA "
1528775333927098624,"DA "
1528803062235952256,"DA "
1528876553419693568,"DA "
1528944796156968960,"DA "
1528964789228265728,"DA "
1528971665472343040,"DA "
1528983347784912768,DC:
1529179159635658624,"DA "
1529244275637652096,"DA "
1529536161614137472,"DA "
1529609897612606592,"DA "
1529610236913434368,DC:
1529625183399641088,"DA "
1529693318761014272,"DA "
1529693318761014912,"DB "
1529705447748085376,"DQ "
1529706104880379136,"DC "
1529718130788335616,"DA "
1529793236879947904,"DA "
1529995065983144064,"DA "
1530047773821514368,"DC "
1530202225144184960,"DA "
1530247060304487808,"DA "
1530344264004042240,"DA "
1530396937482721280,"DA "
1530420233385336576,"DA "
1530487995087521792,"DA "
1530745177728363392,"DA "
1531023624751470720,"DA "
1531033112336904448,"DB "
1531053247143615488,DQ:
1531097433767946240,DC:
1531146873132458496,"DA "
1531153165264300416,"DA "
1531237754640718976,"DA "
1531270190233792384,"DA "
1531274141603737344,"DA "
1531365371003612416,"DA "
1531433472005928064,"DA "
1531473771683257216,"DA "
1531580424311162880,"DA "
1531670622919774720,"DC "
1531936803517403392,DA:
1531942404154772480,"DA "
1532069706986177024,"DA "
1532395815262640000,"DA "
1532549888624735104,"DB "
1532585343579127552,"DA "
1532593692995692288,"DA "
1532708866839099648,"DC "
1532756940408129792,"DA "
1532785351616501504,"DA "
1532785458991131136,"DA "
1533004910344550144,"DA "
1533045970232088064,"DA "
1533094314384009600,"DA "
1533165679560216832,"DC "
1533226874254168192,"DA "
1533299819978845312,"DA "
1533336859776764288,"DA "
1533388639902798464,"DA "
1533421728330980096,"DA "
1533451934836117376,"DA "
1533484675371837184,"DC "
1533514911941019008,"DQ "
1533568375694548480,"DA "
1533666575826409728,"DA "
1533850984542364544,"DA "
1533886856108805376,"DA "
1533925789988214400,"DA "
1533989797884906368,"DA "
1534049549469960192,DA:
1534056803671616128,"DA "
1534200354361858816,"DA "
1534266359419477248,"DA "
1534384148897669248,"DQ "
1534463275079746176,"DC "
1534565392222032768,"DA "
1534719152051775616,"DA "
1534778323816310912,"DA "
1534836250044023168,"DA "
1534970390458591744,DA:
1535044366975369216,"DA "
1535317767413492608,DA:
1535580172739278976,"DA "
1535890892144871424,"DA "
1536034236678159232,"DA "
1536373951411151360,"DA "
1536515444813446528,"DC "
1536606846013272832,"DA "
1536694184174598016,"DZ "
1536811625758099584,"DC "
1536896872269526144,"DA "
1537055171880326144,"DA "
1537203704733382016,"DA "
1537367257087358592,"DQ "
1537401449322419200,"DA "
1537612894857030272,DC:
1537746141922769280,DA:
1537763253072532864,"DA "
1537794524729363712,"DA "
1538007928768986496,"DA "
1538057166274117632,"DA "
1538086372051819264,"DA "
1538120456911987584,"DA "
1538128771968706560,"DA "
1538365922883198336,DA:
1538389390584509440,"DA "
1538507519364911744,"DA "
1538515800062146688,DA:
1538625407627245056,"DA "
1538741513478923264,"DA "
1538799783299294208,DA:
1538896613338760960,"DA "
1538996664600211840,"DA "
1539041748873288704,"DA "
1539215673572588160,"DA "
1539219801036625664,"DA "
1539240932275710720,"DA "
1539372113461374976,"DA "
1539380737755737472,"DA "
1539506356959101440,"DA "
1539562432052169216,"DA "
1539653760236917888,"DA "
1539695339816102784,"DA "
1539772438773018240,"DA "
1539904934220261632,"DA "
1540037833392659584,"DA "
1540046358903186176,"DA "
1540068619717897216,"DA "
1540100750369535616,"DA "
1540160330155776000,"DA "
1540371883066128768,"DC "
1540424792765948288,"DA "
1540446027084013312,"DA "
1540606040385677952,"DA "
1540632634823343232,"DA "
1540651193376855680,DA:
1540749634028786688,"DA "
1540838277857423872,"DA "
1541007155971473536,"DB "
1541025714527278080,DB:
1541087695198244480,"DA "
1541136657825608192,"DA "
1541236438505385216,"DA "
1541286711100812160,"DA "
1541323334283923200,"DC "
1541327083793281408,"DA "
1541483897341448064,"DB "
1541515856194566016,"DA "
1541517539821176576,"DA "
1541521555614596608,"DA "
1541537056152533504,"DZ "
1541566704310695424,"DB "
1541577561988177408,"DA "
1541644980090975616,"DA "
1541650232834768000,"DC "
1541662224383238144,"DA "
1541711569263906944,"DB "
1541920888789548032,"DA "
1542038296017032320,"DA "
1542232119301043840,"DA "
1542337839923130624,"DQ "
1542399004548206080,"DA "
1542407796346686848,"DA "
1542413946739504000,"DA "
1542443947091149952,"DA "
1542608560297517184,"DA "
1542685736567224448,"DA "
1542744487422639488,"DA "
1542770776920777472,"DA "
1542850487215495168,"DA "
1542901000329134336,"DA "
1542933401563275136,"DA "
1543043112208483072,"DA "
1543048231809000448,"DA "
1543356369938446720,"DA "
1543370904111505408,"DA "
1543397769128172416,"DA "
1543398353243752960,"DA "
1543636607969151872,"DA "
1543723709905857792,"DA "
1543739962062150400,"DA "
1543775004695546752,"DA "
1543778685487865856,"DA "
1543840528716704512,"DA "
1543856059318501248,"DA "
1543902410605737088,"DA "
1543925264132195712,DC:
1543970752125446400,"DA "
1544285079309656064,"DA "
1544353553970169728,"DA "
1544408185954391552,"DA "
1544500888528435072,"DC "
1544577132788040960,"DA "
1544653346984741888,"DA "
1544707665434144640,"DC "
1544799646453543296,"DA "
1544854656394742016,"DA "
1544859294959395072,"DA "
1544874653762529920,"DA "
1545014807135001088,"DC "
1545050717357814272,"DA "
1545119707416276608,"DB "
1545134482103819136,"DQ "
1545369330915948800,"DA "
1545399674863462912,"DA "
1545497424020389248,DA:
1545678740360134016,"DA "
1545696680437917568,"DA "
1545714066473060224,"DA "
1545719460951987328,"DA "
1545792337955220864,"DA "
1545818172178145280,"DA "
1545840475948570880,"DA "
1545937400470425216,DC:
1546058454130456704,DA:
1546112566416342912,"DB "
1546168027336294016,"DA "
1546209740058587136,"DA "
1546247359670045824,"DA "
1546270625515781248,"DA "
1546411667938615808,"DA "
1546574399960117888,"DA "
1546669164117957120,"DA "
1546677268716941952,"DA "
1546780420950246912,"DA "
1546811340415484800,"DA "
1546811344714710912,"DA "
1546908475396468992,DC:
1546936998278024704,DA:
1546965963537383168,"DA "
1546995306755224192,"DA "
1547022171770561536,"DA "
1547417033883310848,"DA "
1547659510557263232,"DB "
1547762044311641600,DA:
1547778463971271040,"DA "
1547829836077671168,"DA "
1547845194881216000,"DA "
1547898723055791616,"DA "
1547948514613935488,"DA "
1548117972546002560,"DA "
1548124191658630912,"DB "
1548159753988412928,"DA "
1548170719042788608,"DZ "
1548219677372375552,"DA "
1548251803727405312,"DA "
1548267368689027840,"DA "
1548295204374229760,"DA "
1548329014356872576,"DA "
1548365603180741632,"DA "
1548383818139506944,"DA "
1548491016226818688,"DA "
1548630452342088576,DC:
1548735520123765760,"DA "
1548748821640600704,"DA "
1548895950039126144,DA:
1548932298346173568,"DA "
1549000468066364416,"DA "
1549084615065854720,"DA "
1549095992436048128,"DA "
1549177493734809728,"DA "
1549208138324951936,"DA "
1549228032613591040,"DA "
1549432305553266816,"DZ "
1549680893965278208,"DA "
1549683883262526208,"DA "
1549715047547083136,DC:
1549732433572891136,"DA "
1549748445210837376,"DA "
1549790604609835392,"DA "
1549927669901112704,"DA "
1549960479156954624,"DA "
1549993743680045056,"DA "
1550065104559562496,"DA "
1550110425056403200,"DA "
1550112589718558592,"DA "
1550124654283201920,DZ:
1550154096282472832,"DB "
1550169974778600832,"DA "
1550208900064886656,"DA "
1550212821372331648,"DA "
1550428497449541376,DC:
1550492952021749248,"DC "
1550561160400452736,"DC "
1550602907481860480,"DA "
1550632319418564352,"DA "
1550720349067169152,DA:
1550729076440705920,"DA "
1551021168576958080,"DA "
1551062778220116992,"DA "
1551096996222472832,"DA "
1551097000517516288,DC:
1551122083128728064,"DA "
1551279240274526208,"DA "
1551346520939849728,"DQ "
1551402252435630592,"DA "
1551408299749541888,"DA "
1551454612379717760,"DA "
1551633527833800448,"DA "
1551653525201496704,"DA "
1551761857160285312,"DA "
1551779969038940032,"DA "
1551843775071158528,"DA "
1551858511104088704,"DA "
1551861813935664896,"DA "
1551909260437993472,"DA "
1551929124663349632,"DA "
1551943757615282560,"DA "
1551986776007743360,"DA "
1552114525514355712,"DA "
1552114525514541184,"DA "
1552298624992843136,"DA "
1552335566008118400,"DA "
1552488776081383040,"DB "
1552504684640838656,"DA "
1552506849303732096,"DA "
1552557972298285184,"DA "
1552563091898683520,DC:
1552629955949840768,"DA "
1552725201144874368,"DA "
1552925518419420928,"DA "
1553117451917760768,"DA "
1553347627804871936,"DA "
1553366598675712384,"DA "
1553384701962710272,"DA "
1553442396258275968,"DA "
1553468024328559104,DC:
1553635837291139840,DQ:
1553646110852907264,"DA "
1553656423070589568,"DA "
1553669715992433152,"DA "
1553835574746599424,"DA "
1553918519155935104,"DA "
1554017642703391488,"DA "
1554053308112052992,"DA "
1554176870028251008,"DB "
1554206999221331840,"DA "
1554238511398834688,DA:
1554291077501540992,"DA "
1554381344831101696,"DB "
1554468614269450624,"DA "
1554497064133082496,"DA "
1554534241369811712,"DA "
1554535718838567296,"DA "
1554565508731449984,DC:
1554685737753750784,DA:
1554698961955589888,"DA "
1554703845335239680,"DA "
1554775068779587968,"DB "
1554811322596521984,"DA "
1554826818838504576,DB:
1554843655110340992,"DZ "
1554850591480752384,"DA "
1554858189280226688,"DA "
1554884710700854272,"DA "
1554961882673459840,"DA "
1554986213666182272,"DA "
1555013838895080320,"DA "
1555179177955997440,"DA "
1555220096106914176,"DA "
1555230060431133312,"DC "
1555236691860747136,"DA "
1555277481168129152,"DA "
1555322522487003904,"DC "
1555410036744248832,"DA "
1555413094757632768,"DA "
1555608296727906560,"DA "
1555717354537584384,"DA "
1555724084749801856,"DA "
1555883930548870400,"DA "
1556005701461744640,"DA "
1556016554842886784,DC:
1556017070238342528,"DB "
1556046172937561216,"DA "
1556162240133919744,"DZ "
1556350600219008384,"DA "
1556354762044358656,"DC "
1556448972149886976,DC:
1556577584947813376,"DC "
1556652862837218560,"DA "
1556703199854355584,"DB "
1556703925705380608,"DA "
1556772469086471424,"DA "
1556824798969528704,"DA "
1556842773408118016,"DB "
1556894587892998272,"DA "
1556926778671782144,"DA "
1556960146273822208,"DA "
1556980246720874368,"DA "
1557096756297688704,"DZ "
1557141664475259008,"DA "
1557162215895876608,"DA "
1557284807145814912,"DC "
1557438532614710144,DA:
1557498146761175808,"DA "
1557499899107885184,"DA "
1557524191442926336,"DA "
1557593018294759168,"DA "
1557642324518195328,"DA "
1557722378413583872,"DA "
1558181085216990592,"DA "
1558294197474575360,DA:
1558322303741820928,DC:
1558345732787068928,"DA "
1558354906841409024,"DA "
1558402529434438784,"DA "
1558429506126218752,"DA "
1558603916157835136,"DA "
1558678644292368256,"DA "
1558695927240814976,"DC "
1558730836735094528,"DQ "
1558784197408266368,"DB "
1558841612531319680,"DA "
1558850305545116928,"DQ "
1558872261424381184,"DA "
1558875358090987520,"DA "
1558885180679234304,"DA "
1558964689114121088,"DA "
1559054784644355840,"DA "
1559136728326904576,"DA "
1559176654339824512,"DA "
1559345910411831552,DB:
1559416798846597632,DA:
1559433119724359168,"DA "
1559439815576216448,"DA "
1559460190901741056,"DA "
1559523004799682944,"DA "
1559527639067211904,DA:
1559690538586905216,"DA "
1559979229108641280,"DC "
1559995863518817408,"DA "
1560193221559211264,"DA "
1560209095758360448,"DA "
1560224351483081600,"DA "
1560338906850598400,"DA "
1560344816725515008,"DA "
1560357873425328512,"DA "
1560442707620244352,"DA "
1560470298489560448,"DA "
1560526687117289472,"DA "
1560535478913404160,"DC "
1560599735920564992,"DA "
1560618732559276672,"DA "
1560628559445020544,"DA "
1560661304274954752,"DA "
1560902784516310912,"DC "
1561067539462433280,"DA "
1561106709563820672,"DA "
1561121071934038784,"DA "
1561171718188460160,"DA "
1561176979523430144,DB:
1561336305631985152,"DA "
1561389253988468224,"DC "
1561429008204253440,"DA "
1561515526026874624,"DA "
1561529162546762752,"DA "
1561551908693695232,"DZ "
1561582664955594496,"DA "
1561941170170300288,"DA "
1562072737904677632,"DA "
1562129289737516544,"DA "
1562199800216970368,"DA "
1562248311870845696,"DB "
1562322670639399296,"DZ "
1562361699007276032,"DA "
1562397501855298432,DA:
1562601190679806080,"DA "
1562715569952737024,"DA "
1562768552670256512,"DA "
1562837276443092992,"DA "
1562874316241555584,"DA "
1562909809850468992,"DA "
1563002478064782208,"DA "
1563004638432062336,"DA "
1563141149672717056,"DA "
1563170355450771712,"DC "
1563181938978499072,"DA "
1563207193385751424,"DA "
1563251276930126720,"DA "
1563260687202320256,"DC "
1563528143405572352,"DA "
1563535118432663296,"DA "
1563576418838678016,"DA "
1563799722777556352,DA:
1563800689146215296,"DA "
1563826798251990400,"DA "
1563853976804546688,"DA "
1563876761607806464,"DA "
1563978157195387392,"DA "
1563980111404632832,DA:
1564048835176931200,"DA "
1564156960977200000,"DA "
1564189229068309376,"DA "
1564217434117666560,"DA "
1564321200527368704,DA:
1564415659744243328,DA:
1564521723960400512,"DA "
1564527844289256448,"DA "
1564527878649314944,"DA "
1564562921286125696,"DA "
1564675999185172480,"DA "
1564711492795155840,"DA "
1564729875257064832,DA:
1564769663832351872,"DA "
1564770694624517120,"DA "
1564804337104164608,"DA "
1564838903000947200,"DA "
1565012935076040832,"DA "
1565038356986402048,"DA "
1565091206560128896,"DA "
1565097180858719616,"DA "
1565209640282175616,"DB "
1565252250653784960,"DA "
1565344025514758912,DA:
1565347594631826048,"DA "
1565446481958741376,"DA "
1565524684722867584,DB:
1565540838094894976,"DA "
1565813718841859456,"DA "
1565832689713351808,"DB "
1565922811011624320,"DC "
1566006992370899968,"DA "
1566012013187728768,"DA "
1566020598826667904,"DA "
1566151749951123328,"DA "
1566215182322168192,"DA "
1566256718949485824,"DB "
1566493698065054592,"DA "
1566530913957066240,"DA "
1566553007268519168,"DZ "
1566592001275738368,"DA "
1566603962760532736,"DA "
1566744936471876992,"DA "
1566794002177910144,"DA "
1566803210587792640,"DA "
1566846405074081280,"DA "
1566891102798297344,"DA "
1566942023930613888,"DA "
1566944807069414912,"DA "
1566956008344163456,DC:
1566990986557895040,"DA "
1567146533093584128,"DA "
1567303973712401408,"DB "
1567378293825761024,"DQ "
1567391625404274304,"DB "
1567652755119002624,"DB "
1567773362097392512,"DA "
1567932958785095936,"DA "
1567957289776376320,"DA "
1568292396009852544,"DA "
1568322701297738752,"DA "
1568422245756514944,"DA "
1568436951724556416,"DA "
1568524083723777280,"DA "
1568579647717853184,"DA "
1568771851797540736,"DZ "
1568852322304497280,"DZ "
1569037216353436672,"DA "
1569094249222340352,"DZ "
1569131014142492800,"DA "
1569293363906614400,"DA "
1569428706916038272,DA:
1569452140258033024,"DB "
1569532267167204992,"DC "
1569598242161388928,"DA "
1569673657490871168,"DA "
1569801819315340416,"DC "
1569813845222963328,"DA "
1569842161944737152,"DA "
1570100233642382720,"DA "
1570111709795010816,DA:
1570224478456284032,"DA "
1570248495913463168,"DA "
1570271658673389568,"DA "
1570495684167620224,"DA "
1570514066627694336,DC:
1570558008437191936,"DA "
1570574230528214400,"DZ "
1570574260593313152,"DA "
1570597079755570688,"DA "
1570659781981537024,"DA "
1570663600208964352,"DB "
1570769561346347520,"DA "
1570797397030578048,"DA "
1570828286435383424,DA:
1570955275731632512,DA:
1570995515281629568,"DA "
1571089381790648064,"DA "
1571109898850692608,"DA "
1571138241339078400,"DA "
1571184386467631488,"DA "
1571430337771219456,"DA "
1571480537348297984,"DA "
1571524586532877952,DA:
1571540215918076928,"DA "
1571566917730245504,"DA "
1571584539980588544,"DZ "
1571932986384027264,DC:
1572030769902221568,DA:
1572166422149692160,"DA "
1572216243769902336,"DA "
1572251806099360640,"DA "
1572381788989547392,"DA "
1572407941046908288,"DA "
1572454940873010176,DA:
1572516414740969856,"DA "
1572601725674655488,"DA "
1572669002042636672,"DA "
1572762739705066880,"DA "
1572778197291175936,"DA "
1572889389701360384,"DA "
1573053006478894464,"DZ "
1573089397737635712,DA:
1573121554156399872,"DA "
1573175979982725888,"DA "
1573239133181190400,"DA "
1573273565935015296,"DA "
1573390900145478016,"DA "
1573465254620077056,"DA "
1573476112296657408,"DQ "
1573707215897483264,"DA "
1573760507851281408,"DA "
1573772022659258752,"DA "
1573773839429866880,"DA "
1573949830009517824,"DA "
1574139362623230848,DA:
1574328066305414656,DA:
1574423277140489728,"DA "
1574440968110551040,"DC "
1574584458673387008,"DA "
1574653689250360576,"DA "
1574654277661339648,"DA "
1574664924884832512,"DA "
1574781163879398912,"DA "
1574853491129437440,"DC "
1574944686170176000,"DA "
1575107070293783296,"DA "
1575212790912725760,"DA "
1575307348913438336,"DA "
1575357587146077056,"DA "
1575432899396755584,"DA "
1575493991011677440,"DA "
1575509800786419712,"DA "
1575597997940135808,"DA "
1575604010894400128,"DA "
1575856829848659840,"DA "
1576053917308018688,"DA "
1576088036528753408,"DC "
1576115008923188224,"DB "
1576210563355196160,"DA "
1576267256923769856,DA:
1576358104072344192,"DA "
1576407685174458240,"DA "
1576421192848080256,"DA "
1576642980663056256,"DA "
1576678199396407424,DA:
1576695447983656192,"DQ "
1576713422422898176,"DA "
1576738809973381504,"DA "
1576769561938708096,"DA "
1576821930476727552,"DA "
1576971429697456000,"DA "
1577039251525460352,"DA "
1577048361151734400,"DO "
1577076089460578816,"DA "
1577150680157748736,"DA "
1577291868617624064,"DA "
1577341685942384768,"DA "
1577353956664920064,"DA "
1577389518994625408,"DA "
1577398864843016704,"DA "
1577760565513539968,"DA "
1577770392398736384,DA:
1577810494508474496,"DA "
1577838944371859456,"DA "
1577876770148424576,DB:
1577895977241805312,"DA "
1577900791900994688,"DA "
1578040258079246592,DB:
1578072075196957696,"DA "
1578256136019422080,DC:
1578513353024992896,"DA "
1578585611551014528,"DA "
1578644401062754432,"DA "
1578748824604827648,"DA "
1578748858964566400,"DA "
1578958728245265024,"DB "
1579021945868111488,"DA "
1579033696898842368,"DC "
1579093280981498496,"DB "
1579099805035021056,DC:
1579105719206817536,"DC "
1579131072397371264,"DA "
1579147088331814144,"DA "
1579314622119638400,"DC "
1579346061280392832,"DA "
1579420523128656256,"DA "
1579423061454242560,"DA "
1579483568952898816,"DA "
1579492163183241984,"DA "
1579525384754467072,"DA "
1579626642903874688,"DA "
1579768999595552000,"DA "
1579812391649618688,"DA "
1579850668398244096,"DA "
1579901250228323584,"DA "
1580009552123749888,DA:
1580011063952644608,"DB "
1580075003129495936,"DZ "
1580075965202199808,"DA "
1580082665351115008,"DA "
1580122557007924096,"DA "
1580126370938935424,"DA "
1580126577097365504,"DA "
1580141768396839040,"DA "
1580276664729524992,"DA "
1580338473603959808,"DA "
1580373864133805568,"DA "
1580460729847969024,"DB "
1580504568578769024,"DC "
1580539718591337472,"DB "
1580550408765082240,"DA "
1580570711075298688,"DC "
1580693791953429376,"DA "
1580711551642733184,"DA "
1580713102126412288,"DA "
1580729075109475072,"DA "
1580749656593029632,"DA "
1580767149995407616,"DA "
1580767149995407744,"DA "
1580775946088032128,"DA "
1580798176839183744,"DA "
1580891566607739904,"DA "
1580896170813017728,"DA "
1581002544266699392,"DA "
1581078483584406784,"DA "
1581078517944145280,"DA "
1581112431006331136,"DA "
1581166543298374912,"DA "
1581167711529485952,"DB "
1581483997216777600,"DA "
1581675960779540864,"DC "
1581741725318400128,"DA "
1581834088591682560,"DA "
1581870986654832512,"DA "
1581999118414240512,"DB "
1582028904011477248,"DA "
1582249119870472320,"DA "
1582446099954709632,DA:
1582469705095179648,"DA "
1582497708281834624,"DA "
1582571482935761408,"DA "
1582618383979152128,"DA "
1582649028570097536,"DA "
1582663189077609088,"DA "
1582678440507436288,DA:
1582687584492248192,"DA "
1582785887703714816,"DA "
1582890646250589696,"DA "
1582945145090883200,DC:
1582991152780947712,"DA "
1582994588754379520,"DA "
1583021011393222272,"DA "
1583023618437189504,"DA "
1583131370577222400,"DA "
1583429445603051008,"DA "
1583457036472630144,"DB "
1583559836514413184,"DA "
1583640994216676352,"DA "
1583745722699375744,"DA "
1583803378339864192,"DA "
1583921850718408960,"DZ "
1583958173256989824,"DA "
1584139347861879296,"DA "
1584211778190533888,"DA "
1584266410174020096,"DA "
1584313105058387584,"DA "
1584496654781281024,"DA "
1584658871401432832,"DA "
1584734595969095424,"DA "
1584767615678182272,"DZ "
1584791014659945728,"DA "
1584862654713871872,"DA "
1584883858968473088,"DC "
1585063422960992256,"DQ "
1585094930841087104,"DA "
1585316237620488704,"DA "
1585338884984207616,"DA "
1585401552851516416,"DA "
1585428628325094400,"DA "
1585581292938042240,"DA "
1585662381920653312,"DA "
1585729963230260224,"DA "
1585736697739064576,"DA "
1585764636501939712,"DB "
1586021509906354432,"DA "
1586262745333660928,"DA "
1586293978335347840,"DA "
1586362427230220032,"DA "
1586413520161390080,"DA "
1586427298416103296,"DA "
1586753471116356352,"DB "
1586756082456451200,"DA "
1586782234513450496,"DA "
1586838374030594048,DA:
1586889883575885952,"DA "
1586898331773316608,"DA "
1586973545241145728,"DC "
1586987254776979072,"DA "
1587150257375155584,"DA "
1587309342963553536,"DA "
1587354461595522432,"DA "
1587397819290758912,"DA "
1587405000476135168,"DA "
1587468291113937152,"DA "
1587500799722391040,"DA "
1587537221044502272,"DA "
1587551201162094592,"DA "
1587611884756030720,"DA "
1587659022021733248,"DA "
1587676236250465152,"DA "
1587830447051812480,"DA "
1587893183638273536,"DA "
1587910569665511936,"DA "
1587966236737932416,"DA "
1587969771495572864,"DA "
1588030485152954496,DC:
1588060412484726656,"DA "
1588166347854190976,DC:
1588167580509149312,"DA "
1588269594571752704,"DZ "
1588309864185745536,"DB "
1588632914445913344,"DA "
1588688474142804992,"DA "
1588923460393635968,"DA "
1588999361055110656,"DA "
1589015853730551552,"DA "
1589031281252854912,DA:
1589097148870548992,"DA "
1589199712690122624,"DA "
1589209333416214272,"DA "
1589211845973566848,"DA "
1589227406638654080,"DA "
1589537949954023808,"DA "
1589607700223131264,"DQ "
1589692603136700672,"DA "
1589950786507420800,"DA "
1589968374396674560,"DB "
1589978922836524672,"DA "
1590116224351061888,"DA "
1590192369827025152,"DA "
1590232948678206080,"DA "
1590246963156099968,"DA "
1590395569024603264,"DA "
1590462948470580480,"DA "
1590498064123119744,"DA "
1590600731022100992,"DB "
1591027895583640960,DC:
1591057681181908736,"DA "
1591140075834793472,"DA "
1591250718488330112,"DA "
1591251470106694784,"DA "
1591292843527561856,"DA "
1591345993746830464,"DA "
1591374654065138560,"DB "
1591431141474614656,"DA "
1591454364361428352,"DA "
1591518380850290048,"DA "
1591657533494401152,"DA "
1591683410673686272,"DB "
1591684029148955264,"DA "
1591905512022638208,DC:
1591926089209727488,"DA "
1591962098216459648,"DA "
1592039686800972416,"DC "
1592053980452138368,"DB "
1592139841142404992,DA:
1592188185293936256,"DA "
1592229554419229440,"DA "
1592239450023636224,"DA "
1592242645479324288,"DZ "
1592437950528660352,"DA "
1592505394399084672,"DA "
1592565420861891840,"DA "
1592581883472069376,"DA "
1592629707931918720,DC:
