GaiaDR3,SpType
3666728239042551680,"DA "
3667046582018455040,"DA "
3667288891188685312,"DA "
3667337544578212736,"DQ "
3667357915607541632,"DC "
3667514634669861120,"DA "
3667822837227637376,"DB "
3667855139676395520,"DA "
3667872216467245312,"DA "
3668030266968620416,"DB "
3668066963169135616,"DA "
3668172069608212864,"DA "
3668176673813659264,"DA "
3668268036358278272,"DA "
3668276832451297280,"DA "
3668348781742691328,"DA "
3668476222012308480,"DA "
3668632387023453184,"DA "
3668819853755752064,"DA "
3668820064209618176,"DA "
3668832090118062080,"DA "
3668858542821847680,"DA "
3668868374001785472,"DA "
3668887405001981696,"DA "
3669065354086975872,"DA "
3669075868167097344,"DA "
3669157747422997376,"DB "
3669314840146576896,"DA "
3669328034286134016,DZ:
3669400430255790336,"DA "
3669413143358809984,"DA "
3669445716389952768,"DA "
3669503823003186688,"DB "
3669573053580577536,DZ:
3669624764986736640,"DA "
3669732482766367616,"DA "
3669910500571362688,DA:
3669936102871625600,"DC "
3669978532853514368,"DA "
3670221151260599680,DA:
3670237712655073408,"DA "
3670562687060398848,"DA "
3670600993873484800,"DA "
3670734172219462528,"DA "
3671080144719730432,"DA "
3671147588591832960,"DA "
3671204831915200896,"DB "
3671233732750808448,"DA "
3671309629117479424,"DA "
3671324781762360448,"DA "
3671608868079072384,"DA "
3671698409558515456,"DA "
3671732460057593088,"DA "
3671751946324947584,"DA "
3671778399027809920,"DA "
3671977891669036416,"DA "
3671982392794432128,"DA "
3672012079608563584,"DA "
3672093134231499520,"DA "
3672116052177396864,"DA "
3672120793821311744,"DC "
3672126531897232768,"DO "
3672144639479380224,"DA "
3672349771412693632,"DA "
3672430203264708736,"DA "
3672464739097327616,"DA "
3672509333742601344,"DA "
3672560396608867968,"DA "
3672615917651101952,DA:
3672656947473710592,"DC "
3672678624173442432,"DA "
3672713675401864064,"DA "
3672741811732581888,"DA "
3673321735396839808,"DA "
3673479966286848640,DA:
3673899601771708416,"DC "
3674030748597345408,DA:
3674265975367797504,"DA "
3674290886176428160,DA:
3674312635891713408,"DA "
3674426504064071936,"DA "
3674456298252576512,"DA "
3674476639217656576,"DA "
3674523295447092480,"DA "
3674547347264069632,"DA "
3674627066152363776,"DA "
3674751890787141760,"DA "
3674765948214696064,"DA "
3674834491597871360,"DA "
3674856172592430336,"DA "
3674885584528395520,"DA "
3674909464547103104,"DA "
3675127137784721792,"DB "
3675142565306733568,"DA "
3675148951922777600,DA:
3675212006338414976,"DA "
3675345219043959680,DA:
3675392326245390592,"DA "
3675475786049913344,"DB "
3675599584187208448,"DA "
3675618134150672512,"DA "
3676222491884053376,"DA "
3676512311981643136,"DA "
3676819728560747392,DA:
3676856978812916224,"DA "
3676891987090991360,"DA "
3676964730952513920,"DA "
3676973557109774976,"DA "
3677018778820887168,"DA "
3677019534735133568,"DA "
3677020183274726912,"DA "
3677109759112547712,"DA "
3677303170080009856,"DA "
3677482837151411584,"DA "
3677641888382256768,DA:
3677715933616572160,"DA "
3677819322069518720,"DA "
3677978064060836736,"DA "
3678006445204878592,"DA "
3678013214073377280,"DB "
3678015138218745856,"DB "
3678140521198529152,"DA "
3678219101920411904,"DA "
3678224977436363776,"DA "
3678225625975408512,"DA "
3678436221107730816,"DA "
3678487795075068672,"DA "
3678497445865946624,"DA "
3678497755103321984,"DA "
3678698931371648640,"DA "
3678771464779336320,"DA "
3678799605405561216,DC:
3678825035907053568,"DA "
3679267447602576768,"DA "
3679392590065296256,"DA "
3679487830964457984,"DA "
3679630187655735168,"DA "
3679644786249595520,"DA "
3679712857186869504,"DA "
3679846993310051968,"DA "
3679868708664774400,"DA "
3679903137122460416,"DA "
3679987868237036416,"DA "
3680253297216114304,"DA "
3680285664089225600,"DA "
3680368505418792320,"DA "
3680459043329315072,"DA "
3680498041632333312,"DC "
3680684924249600768,"DC "
3680973241110267776,DC:
3680990622841751680,DC:
3681000076065709312,"DC "
3681245022344825856,DA:
3681368652978824960,"DZ "
3681531552498407808,"DA "
3681753585127883392,"DC "
3681806460470915072,"DA "
3681955719172822400,"DA "
3681978259162881792,"DA "
3682335222483136000,DA:
3682412703692940032,"DZ "
3682458814461982592,"DA "
3682458986260679808,DC:
3682469122383597056,DC:
3682528221134178560,"DA "
3682578764308891264,DA:
3682682122697315712,"DC "
3682835848166848896,"DA "
3682900371460296576,"DA "
3683007264605823744,"DA "
3683046022391105920,"DA "
3683074094297008128,"DA "
3683297604395370240,"DC "
3683330284801785344,"DA "
3683340107391234432,"DC "
3683383881697872256,DC:
3683515410776636800,"DA "
3683519503881169920,"DA "
3683519637024466176,"DZ "
3683627840135415808,"DA "
3683717068081040896,DB:
3683792766879453824,"DA "
3683951298417522944,"DA "
3683962671491515392,"DA "
3684028195512108416,"DA "
3684069981248650624,"DQ "
3684070526709953280,"DA "
3684098637271171072,"DA "
3684329706511747840,"DA "
3684466591414166144,"DA "
3684710236318608128,"DB "
3684728176397473792,"DA "
3684734391214970752,DC:
3684741301817503872,"DA "
3684766414490914560,"DA "
3684909561456453248,"DA "
3684922377638797312,"DA "
3685072667134561024,"DA "
3685203985758805120,"DA "
3685407051813139968,"DA "
3685493814447573632,DA:
3685526559278248192,"DA "
3685650597933742592,"DA "
3685697597760268416,"DB "
3685854179383579136,"DA "
3685903000276122752,"DA "
3686053976966539136,DZ:
3686132282810749952,"DA "
3686476533029004928,"DA "
3686486432929377920,"DA "
3686833702509724544,DC:
3686884176965517696,"DA "
3686937022242632960,"DA "
3687039620421907968,"DA "
3687169259714747264,"DA "
3687262683843231616,"DA "
3687315567775978368,DA:
3687319308692216832,"DA "
3687390776947625728,"DA "
3687414210289577344,"DA "
3687524749863026304,"DO "
3687527223763694720,"DA "
3687606491680626432,"DA "
3687612775217005824,"DC "
3687620334359502976,DZ:
3687702969530899456,"DA "
3688129099006336640,"DA "
3688140265921005824,"DA "
3688363879097828992,"DA "
3688370510527371008,"DA "
3688402091422432128,DA:
3688545470315780096,"DA "
3688690880727790208,"DA "
3688697924474802176,"DA "
3688766094197606528,"DA "
3688770973278193536,DA:
3688831240259020544,"DA "
3689027026344014464,"DA "
3689047848345467776,"DA "
3689244587911867392,"DA "
3689266956101866368,DC:
3689380308878656128,"DA "
3689500430523681792,"DA "
3689598424497882624,"DA "
3689609733147117056,"DA "
3689830666264816384,"DA "
3690017063550021376,"DA "
3690077090013114240,"DA "
3690323316193465344,"DA "
3690395231125833600,"DA "
3690553556505229312,"DC "
3690568537350703744,"DA "
3690665603611669760,"DA "
3690690583141563520,"DA "
3690709554012428416,"DA "
3690807032590126208,"DO "
3690986935884462976,"DA "
3691032290739500032,"DA "
3691093073116789760,"DA "
3691137160956555392,"DA "
3691158803295816192,"DA "
3691180209412898688,"DA "
3691342941429441152,"DA "
3691489172180859008,"DA "
3691685882071367936,"DC "
3691837923525180160,"DA "
3691884137373037056,"DA "
3691923208691291904,DA:
3691944782311685760,"DB "
3691996974753594240,"DA "
3692053152925931776,"DA "
3692337037379978112,"DA "
3692393520494226944,"DA "
3692497733580887040,"DZ "
3692768316520495488,"DA "
3692826624996378368,"DA "
3692888682978667776,DA:
3693278592994823936,"DA "
3693358792919145600,"DA "
3693379885503822592,"DA "
3693488019896536704,"DA "
3693624423762089216,"DA "
3693624531137069696,"DA "
3693714996031909376,"DA "
3693750042965449984,"DA "
3693812302816569728,"DA "
3694194456117495168,"DB "
3694222768542133760,"DA "
3694280527262045184,"DA "
3694373848311736960,"DC "
3694399755554510720,"DZ "
3694434179715436928,"DA "
3694457716136268928,"DA "
3694503861265294080,"DA "
3694558871206540416,"DA "
3694595296825212288,"DC "
3694681054435692800,DA:
3694778910970821760,"DA "
3694845397064646016,"DB "
3695067154816052736,"DA "
3695073893620867584,"DA "
3695121133964805888,"DB "
3695131755420296576,"DA "
3695495693769418112,"DA "
3695519024031720448,"DB "
3695613921332342528,"DA "
3695680824039583360,"DA "
3695733905538779776,"DA "
3695821316713228032,"DZ "
3695839596094423296,"DA "
3695886668935716736,"DA "
3696154846693868416,"DA "
3696316715421537408,"DA "
3696374439781480960,"DA "
3696408662081216512,"DC "
3696465909701189120,"DA "
3696493053894558208,"DA "
3696497653803224704,"DA "
3696633688303809664,"DA "
3696778892558087552,"DA "
3697019131553008768,"DA "
3697125646741428224,"DA "
3697411897722210176,"DA "
3697428699634325120,"DA "
3697668912861183872,"DA "
3697775526832956544,"DA "
3697875066994885248,"DC "
3697908842618184832,"DA "
3698040337339931776,"DA "
3698443858103779328,"DA "
3698504571761639808,"DA "
3698543260827393536,"DA "
3698611842864771328,"DC "
3698642045074898560,"DA "
3698643075867028992,"DB "
3698689461513861504,"DA "
3698704167481948544,"DA "
3698750381329917952,"DC "
3698872156539379968,"DA "
3699323609140785152,"DA "
3699324841795942272,"DA "
3699449120969224448,"DA "
3699606286708406912,DA:
3699619137250864896,"DA "
3699680602526801152,"DC "
3699803786483609344,"DA "
3699927168009466496,"DA "
3700257846131682432,"DA "
3700322648598265728,"DA "
3700592235105292032,"DC "
3700595572296253440,"DA "
3700737821613236352,"DA "
3700802379265207040,"DA "
3700878005049533824,"DA "
3700887144739930624,"DA "
3700983111488651136,"DA "
3701027985307043584,"DA "
3701048502366477824,"DA "
3701189819674732160,"DA "
3701289359836892288,"DA "
3701701509194344576,"DA "
3701832415501763200,"DA "
3702161822313840640,"DA "
3702171546119354496,"DC "
3702195464793095936,"DA "
3702426259155971712,"DA "
3702493806105970432,"DA "
3702515731914632192,"DA "
3702648596727152768,"DQ "
3702669040771832704,"DZ "
3702791739397206400,"DA "
3702918423752857856,"DA "
3703211310459322368,"DA "
3703260990343772288,"DC "
3703416639959084544,"DA "
3703436950860249088,"DA "
3703448044759908096,"DA "
3703497660222348416,"DA "
3703510755578566400,"DA "
3703593352093356800,"DA "
3703659803827246720,"DA "
3703726255561754880,"DQ "
3703964407204120320,"DC "
3704109057406299520,DA:
3704130016846754176,"DA "
3704195884465765504,"DA "
3704238181303244032,"DA "
3704301884257955840,"DA "
3704392873141718912,"DA "
3704393560335039488,"DA "
3704458289787105408,"DA "
3704603494041697408,"DA "
3704624487842182656,DA:
3704627717657628800,"DZ "
3704716301357417344,DA:
3704965199007066880,"DC "
3704994129906992896,"DA "
3705025573363213952,"DZ "
3705070756419217408,"DA "
3705078895381477248,"DA "
3705093670069022592,"DA "
3705109338109763712,"DC "
3705179706854089856,DA:
3705230765425325184,"DA "
3705299484901948544,"DA "
3705386281897262848,"DA "
3705413559233426432,"DA "
3705567009824577408,"DC "
3705687268911403392,"DA "
3705731043216054272,"DA "
3705770458131802112,"DA "
3705913085405648256,"DA "
3705991322530511232,"DA "
3706086666507748864,DA:
3706110409087099392,"DA "
3706403909972549120,"DA "
3706548701910085760,"DA "
3706616905990234496,"DA "
3706646455365591936,"DA "
3706698304210622848,"DB "
3706813963386691328,"DB "
3706830967160499200,"DA "
3706830967160380416,"DA "
3706861959644860928,DA:
3706863716287799936,"DC "
3706907348858625920,"DA "
3706995137990521344,"DA "
3707091620135599488,"DA "
3707124193168326528,"DB "
3707206106785739392,"DC "
3707243730697616256,"DA "
3707428899623666560,"DA "
3707633821103121280,"DB "
3707668520142907392,"DA "
3707975009009227648,DA:
3708141241423583616,"DA "
3708253980021111168,"DA "
3708366954839619328,"DA "
3708515934370324736,"DA "
3708547377826926592,"DA "
3708578473389974528,"DA "
3708755249947777792,"DA "
3708799608370516736,"DA "
3708845001880618240,"DA "
3708890077561304576,"DA "
3708898598776409344,DA:
3708998929212284032,"DA "
3709011779754580864,"DA "
3709167193147255808,"DA "
3709268348216952960,"DA "
3709291094363827968,"DA "
3709348505190415360,"DA "
3709414682046861696,"DA "
3709565658737443200,DA:
3709576860011608192,"DA "
3709637436231046144,"DA "
3709696603700162304,"DA "
3709696706779378688,"DA "
3709743195505951744,DA:
3709751304404234752,"DA "
3709760890770697856,"DA "
3709819508488173568,"DA "
3709828029699575808,"DZ "
3709830125643642368,DB:
3709889258752971392,"DA "
3709890186465923456,"DA "
3710111020801243392,"DA "
3710207739167848832,"DA "
3710251827008660864,"DB "
3710258797741023360,"DA "
3710358337901840640,"DA "
3710390365473650944,"DB "
3710445061880700800,"DA "
3710502992399921536,"DA "
3710570994617951488,"DA "
3710671939233140992,"DA "
3710732244870531968,"DA "
3710753479189441024,"DA "
3710753479189441664,"DA "
3710757396198921600,"DA "
3710792163957803648,"DZ "
3710824118515053952,DC:
3710931217819026560,"DA "
3710938811321249152,"DA "
3710966780148110720,"DA "
3711018251036343552,"DA "
3711026192431499520,"DA "
3711047662972690688,DA:
3711076215915339392,"DA "
3711141705576592256,"DA "
3711184449090735360,"DA "
3711193485702376192,"DC "
3711214067185666560,"DA "
3711247499210845824,"DA "
3711397857425621632,"DA "
3711443865115353344,"DA "
3711571099227239680,"DA "
3711630266696146816,"DA "
3711650057905844480,DA:
3711770282630136960,"DA "
3711947785038942848,"DA "
3712027121674679936,"DA "
3712103743891318016,"DA "
3712158036572546432,DA:
3712210327799910656,"DA "
3712228985137449472,"DA "
3712611821342517248,"DA "
3712631578192359936,"DA "
3712705589067960960,"DA "
3712709304215673088,"DA "
3712789495549753728,"DA "
3712812452150011648,"DA "
3712970880608151936,"DA "
3712989336083090432,"DA "
3713010428667464576,"DA "
3713057913825774208,"DA "
3713175084827948288,"DA "
3713180990408607232,DA:
3713218786120541824,"DQ "
3713237374739059072,"DA "
3713246106407770752,"DA "
3713340900630592768,"DB "
3713387458076349568,"DA "
3713397869077108736,"DA "
3713594960831605760,"DC "
3713616328293470720,"DA "
3713628663439890304,"DA "
3713929998345472512,"DA "
3713975220055979904,DC:
3714134679306553216,"DA "
3714141791772422912,"DA "
3714225943066215808,"DA "
3714297269588399744,"DA "
3714381180364354688,"DA "
3714385814634235520,"DA "
3714437732198675584,DA:
3714442370763751552,"DA "
3714489752842618240,"DA "
3714517794684754432,"DA "
3714517790389197696,"DA "
3714597401903060736,"DA "
3714662341808262144,"DA "
3714691483162087168,"DA "
3714693780969020928,DC:
3714914271705535360,DC:
3714962577202183168,"DZ "
3714963058238523776,"DA "
3715443441740916096,"DA "
3715484707786679296,"DA "
3715487490925448960,"DA "
3715504739515649024,"DB "
3715726703424296064,DA:
3715819096760706688,"DA "
3715852906743021312,"DA "
3715969592414447488,"DA "
3715991960604289792,"DA "
3716071159801213440,"DA "
3716073942940055552,DA:
3716088550124165760,DA:
3716231241822236288,"DA "
3716241618463312896,"DB "
3716242065142137728,DC:
3716300103033172608,"DA "
3716320203480188544,"DA "
3716425443063741824,"DA "
3716690322286687872,"DA "
3716690360941084160,"DA "
3716924483903757696,"DA "
3716980558996611968,"DA "
3717123053127067008,"DB "
3717651845204820864,DA:
3718053819784213760,"DA "
3718120683835170176,"DB "
3718231700149918208,DA:
3718323788543917440,"DA "
3718352444565698432,"DA "
3718388689794769664,"DA "
3718399203874278528,"DA "
3718436621629224192,"DC "
3718440985316029696,"DQ "
3718549665168799232,"DA "
3718579386342034816,"DA "
3718671818333784704,"DA "
3718720948464566912,"DA "
3718729710197927936,"DA "
3718774858893817472,"DC "
3718808875035219200,DA:
3718920063148025856,"DA "
3719114745425607680,"DA "
3719277202564075136,"DA "
3719371829283488768,"DA "
3719493011785709056,"DQ "
3719509057783218560,"DA "
3719575582532021888,"DA "
3719648077285116032,"DZ "
3719679069768960128,"DA "
3719699342014123392,DC:
3719810014733658112,"DC "
3719838155357337856,"DA "
3719845611420268544,"DA "
3719855575744616320,DB:
3719989651739265408,"DA "
3720064899566194560,"DA "
3720542048957391872,"DA "
3720899978647510784,"DA "
3721002778689505024,"DA "
3721119120763192704,"DA "
3721146402396151040,"DA "
3721206050901554432,"DA "
3721262538311310208,"DA "
3721354935943260160,"DA "
3721391666503530752,"DC "
3721416126341765504,DA:
3721424029081745408,"DA "
3721605448500712576,"DA "
3721648123295849728,"DA "
3721727528651176192,"DA "
3721740791509510784,"DA "
3721801956139414400,"DA "
3721847203619224448,"DA "
3721943209023827456,"DA "
3722139433193995008,"DA "
3722156101962699776,"DA "
3722192007889372800,DA:
3722278693214287616,"DA "
3722326109652980352,"DA "
3722405308849506944,"DA "
3722458532084188928,"DB "
3722475986831928832,"DA "
3722502856146928256,"DA "
3722977089256197248,DA:
3723088655326161280,"DA "
3723147449134090496,DA:
3723164143671997952,"DA "
3723366247652483584,"DA "
3723395900107333248,"DA "
3723397828547582464,"DA "
3723561376607182336,"DA "
3723716476465736192,"DA "
3723829554364863872,"DA "
3723865529010997120,"DA "
3723896452775624192,"DA "
3724064162658265088,"DZ "
3724079384022987136,"DA "
3724129892838405632,"DA "
3724177897687810944,"DA "
3724179611379104640,"DB "
3724258741856924288,"DC "
3724279563857965184,"DA "
3724362336470991488,"DQ "
3724447278036523008,"DA "
3724485756648081920,"DA "
3724559355207984000,"DA "
3724583445679765632,"DA "
3724610104541796096,"DA "
3724620171944848384,"DA "
3724636733338783488,"DA "
3724790287009176320,"DA "
3724917864718061056,"DZ "
3725006787720540032,"DA "
3725046335779661824,"DA "
3725073411253603456,DA:
3725166869742133248,"DA "
3725174055222566016,"DA "
3725279157367006464,"DA "
3725570772761744384,"DA "
3725667525489372288,"DA "
3725769367753986560,"DC "
3725896636225134592,"DA "
3725948278915523584,DZ:
3726367708238265216,"DB "
3726375439179467904,"DA "
3726379184390689152,"DA "
3726414712360371200,"DA "
3726465874011042816,"DB "
3726599911349878144,"DA "
3726737625181271424,DC:
3726822562454772352,"DA "
3726832118757242752,"DC "
3726944951843168768,"DA "
3726954405066019840,DZ:
3726979247156905216,"DB "
3727001684066065024,"DC "
3727040197037295232,DA:
3727078748663957888,"DA "
3727110943738807424,"DQ "
3727155340815968256,"DA "
3727307550161509632,"DA "
3727318167321068544,"DA "
3727359849978883328,"DA "
3727701007821059072,"DQ "
3727706608458417152,"DA "
3727788380340277120,"DA "
3727816967642773120,"DA "
3728074738695246336,"DC "
3728139021470903552,"DA "
3728178127148086784,"DZ "
3728211932835340160,"DA "
3728216571400055040,"DA "
3728226948041068288,"DA "
3728229662460393600,"DA "
3728263060125952640,"DB "
3728565838140460800,"DA "
3728966476985207936,"DA "
3729001072946271232,"DC "
3729087041011805184,DA:
3729087178450743552,"DA "
3729586288010410496,"DA "
3729599928826578048,"DA "
3729636320084829952,"DB "
3729759568466399488,"DA "
3729787915250549120,"DA "
3729806224696111872,"DA "
3729853400616315648,"DA "
3729953387454831488,"DA "
3730095842930385920,"DA "
3730132161173834496,"DA "
3730196967936036608,DA:
3730268741133644032,"DA "
3730459815639300352,"DA "
3730801385797812608,"DA "
3730992322864467840,"DB "
3731031462902010496,"DA "
3731530843043705216,"DC "
3731618426016384256,"DB "
3731667388643923840,"DC "
3731848189586855040,"DA "
3731853549706103680,"DA "
3731942403989341696,"DA "
3732225807407269888,"DA "
3732254807026284032,"DA "
3732262705470885760,"DA "
3732283630551604480,"DA "
3732319124160909440,"DA "
3732337266103066752,"DA "
3732584969752521984,DA:
3732750476316494592,"DA "
3732768343380499200,"DA "
3732829885967805056,DC:
3732871353876259584,"DA "
3732979690130996224,DZ:
3733022124408141184,"DA "
3733126406213843712,"DA "
3733140562426344320,DA:
3733305179932909312,"DA "
3733323910285122304,"DA "
3733359506975087872,"DA "
3733397057874942976,"DA "
3733512300435545600,"DA "
3733557449132451456,"DA "
3733613970901618816,"DA "
3733693754214402816,"DA "
3733855386719140224,"DA "
3733908713033609600,"DA "
3734088753768345472,"DA "
3734104353087504896,"DA "
3734180047591687936,"DQ "
3734208978490998528,"DA "
3734279003637909504,"DA "
3734389710714946560,"DA "
3734403802503350912,"DA "
3734528631432609920,"DA "
3734605421152082560,DC:
3734653318627595264,"DA "
3734794227914711040,"DA "
3734832818195417216,DA:
3734940188083120896,DC:
3734957097370502912,"DA "
3734963724503602688,"DA "
3734983412634263936,"DA "
3735027667976597248,"DB "
3735165798420936704,"DA "
3735279494794280448,"DA "
3735366248840981760,DA:
3735525647960871680,"DC "
3735618071361143552,"DC "
3735857661817378816,"DA "
3736068012135593600,"DA "
3736225968148242176,"DA "
3736292935278934144,"DA "
3736385118161116544,DZ:
3736630240534570752,"DA "
3736651096895096320,DA:
3736673641179257344,"DA "
3736691886200378752,"DB "
3736695803210593664,"DA "
3736729746336177280,"DA "
3736737202399433344,"DA "
3736760365159795328,DC:
3736780637404596096,"DB "
3736823243480086400,"DC "
3736986619740710144,"DA "
3736991292665441664,"DA "
3737007888418259072,"DA "
3737073687317463168,"DA "
3737137905668977664,"DA "
3737275447701592960,"DA "
3737307440913274752,"DA "
3737424259729387264,"DA "
3737434090908977280,"DB "
3737732878898142208,DA:
3738031808621615744,"DA "
3738139943013858816,"DA "
3738162616145822208,"DC "
3738204912983721216,"DA "
3738222195931878528,"DA "
3738274525814061824,"DA "
3738286070685650176,"DA "
3738567614381997696,"DA "
3738701140620552064,"DA "
3738724672746234240,"DA "
3738752645868410752,"DB "
3738863417369385472,"DA "
3739031165907785216,"DA "
3739031268987206784,"DA "
3739371941497741312,"DA "
3739407778704355200,"DC "
3739443169235161728,"DA "
3739463892453294464,"DA "
3739708911747317248,"DA "
3739728217624307200,"DA "
3739829372694398848,"DA "
3739888510099736576,"DB "
3739891533756715008,"DA "
3739926679478507520,"DA "
3739993582179982080,"DA "
3740093053622759296,DA:
3740176994463128064,"DA "
3740213514569182848,"DA "
3740222722979387776,"DA "
3740266462925941120,"DA "
3740308832778830592,"DA "
3740604223449596288,"DA "
3740621536462725760,"DA "
3740641224592907904,"DB "
3740678745426551296,"DZ "
3740682387559491328,"DA "
3740703518797980416,"DA "
3740743169936136448,"DA "
3740770318424375424,"DA "
3740792338722093056,"DA "
3740975441767827968,"DA "
3741041137587652864,"DA "
3741319902440238592,"DA "
3741324506644465280,DA:
3741346355143254272,"DQ "
3741477197027295360,"DA "
3741503825824650368,"DA "
3741531519773340800,"DA "
3741558767045707264,"DA "
3741560107075782912,"DC "
3741610723266460672,DA:
3741741973170698496,DA:
3741829590503668480,"DA "
3741842131808220288,"DC "
3741895080165336576,"DA "
3742174360414166272,"DA "
3742411060356236544,"DA "
3742411747551028608,"DA "
3742434459338263424,"DA "
3742484903729596416,"DA "
3742597358857731712,"DA "
3742628007744497792,"DA "
3742635944843431296,"DA "
3742658244313681536,"DA "
3742874027766328832,"DA "
3742877051423309696,"DA "
3742920752714756224,"DA "
3742951848278639104,"DA "
3742959583515056768,"DB "
3742968306593018368,"DA "
3742980950976788352,"DQ "
3743006793795455232,"DA "
3743180001236999936,"DA "
3743190579740398080,"DA "
3743321803877554432,"DA "
3743379283423399168,"DA "
3743382925555677952,"DA "
3743447453144720768,"DA "
3743486417087991040,"DB "
3743561802353552768,"DA "
3743646365965636352,"DC "
3743786072660949120,DA:
3743905507112335616,"DA "
3744013396690793984,"DA "
3744069811085794432,"DA "
3744078023062858624,"DA "
3744460000274429312,"DZ "
3744597817185315072,"DB "
3744903481417287552,DZ:
3744974163695174784,"DB "
3744991824600484864,"DA "
3745053328533470080,"DB "
3745063941397979264,"DA "
3745083560806588032,DA:
3745131080324379392,"DA "
3745162141527947008,DA:
3745212650343654784,DZ:
3745268523572692480,"DA "
3745287623292300544,"DA "
3745328275158509696,"DB "
3745402968934425216,"DC "
3745630430401945856,"DA "
3745840952519667968,"DA "
3745841193037845248,"DA "
3745924347900609152,"DA "
3745961349042871168,DC:
3745976673485684864,"DA "
3745999591431488768,"DA "
3746024811478967168,"DA "
3746033779371118464,"DA "
3746095111504185856,"DA "
3746114765274132736,"DA "
3746179365877952256,"DA "
3746201042577508224,"DA "
3746206024739561728,"DB "
3746305015145814016,"DA "
3746306393830822016,"DA "
3746362739506316928,"DC "
3746411942651402496,"DA "
3746422113133965696,"DC "
3746572918025363328,"DA "
3746669198308301184,"DA "
3746673699434045824,"DA "
3746736882696964992,DC:
3746762686861037824,"DA "
3746896522338136576,"DA "
3746958021973856768,"DA "
3747048800402486400,"DA "
3747283202537601792,DB:
3747479259204461440,"DA "
3747508121384477824,"DA "
3747539697984779904,"DA "
3747543649354630144,"DA "
3747777329935211136,"DA "
3747781040786961792,"DA "
3748112612262113536,"DA "
3748310283836963840,"DA "
3748314888041862656,"DA "
3748468991468532224,"DA "
3748547194232729216,"DA "
3748586158176212608,"DA "
3748876055584038016,"DA "
3748932298180213504,"DA "
3749242055516921600,"DA "
3749430480027598080,"DA "
3749509541785203328,"DA "
3749594032382231040,DA:
3749681890232206080,"DA "
3750020952130583552,"DA "
3750060259671198976,"DA "
3750072904055666176,DC:
3750176395587687296,"DA "
3750203264902378368,"DA "
3750356371896778752,"DC "
3750368191646711680,"DA "
3750431310486241792,"DA "
3750470725401363200,"DA "
3750532843513052160,"DA "
3750579950714668800,"DA "
3750602288839638912,"DC "
3750749378584132992,"DA "
3750886164702184832,"DB "
3751021679511277568,"DA "
3751192413051104768,DA:
3751231548793463808,DA:
3751299271837078400,"DA "
3751379231243517824,"DA "
3751484127229330304,"DA "
3751514673037120640,"DA "
3751679221823739776,"DA "
3751758833338213888,"DC "
3752192728113715200,"DA "
3752200596493839232,"DA "
3752279245935258880,"DA "
3752478017021957760,"DA "
3752500557009786368,"DA "
3753200224361795968,"DA "
3753336185847639424,"DA "
3753415866079897216,DA:
3753527638309293184,"DA "
3753527780043399808,"DA "
3753869968677710464,"DA "
3753930540606444160,"DB "
3753944769827648384,"DA "
3754084953265814144,"DA "
3754140719120849920,"DB "
3754193186441478144,"DA "
3754356704440788096,"DA "
3754456592490430208,"DA "
3754475589131254784,"DA "
3754520016273505664,"DA "
3754550012323838848,"DA "
3754600108822938496,"DC "
3754712881779364992,"DA "
3754720333547126528,"DA "
3755018095040098944,"DA "
3755056818465424640,"DA "
3755227831178589312,DC:
3755549330954944384,"DA "
3755586920508496512,"DA "
3755605784004969728,DB:
3755714433793000576,"DB "
3755735908629652352,"DA "
3755871938833845376,"DA "
3755881692704223872,"DA "
3755993636731729280,"DA "
3756175193588951680,"DA "
3756183508645845504,"DA "
3756296178523918592,DC:
3756319130828868224,"DA "
3756375923180720512,"DA "
3756382485890912000,"DA "
3756512434424528512,"DA "
3756602078978431360,"DA "
3756661727484984320,"DA "
3756743675460275584,"DB "
3756779856265016960,"DA "
3756815796551808896,"DA "
3756834453889427968,"DB "
3756941553193637376,"DA "
3756943168101356416,"DA "
3756965089614270848,"DA "
3756971205648184192,"DA "
3756983197196417280,"DA "
3757072669955347328,DA:
3757150700920987136,"DA "
3757182861637016448,"DA "
3757230862190987776,"DA "
3757245160137544320,"DA "
3757353114140249472,"DA "
3757567729360638464,"DA "
3757716129071366272,"DA "
3757915170740129536,"DA "
3758042031189677312,"DA "
3758109646859943808,"DA "
3758115006978845056,"DA "
3758115732828586752,DA:
3758163832166529792,DA:
3758205441809709440,"DA "
3758265502633041792,"DC "
3758288076980470272,"DA "
3758318244831003136,"DA "
3758426443647179008,"DA "
3758463792682556416,"DA "
3758510418848000512,"DA "
3758715516421595264,"DA "
3758853672633686272,"DA "
3758876904113190656,"DA "
3759125561243907200,"DA "
3759339283110988928,"DA "
3759364193922337152,"DA "
3759537843744074624,"DC "
3759567839795730816,"DB "
3759646042560704512,"DA "
3759715964628464384,"DA "
3759722119317000448,"DA "
3760038430772989696,"DA "
3760068873500760576,"DA "
3760087874435821056,"DA "
3760128113984726400,DA:
3760142472060660096,"DA "
3760284171621147904,"DA "
3760440267912519936,"DA "
3760518024000493696,"DA "
3760692949429264512,"DQ "
3760950686121097728,"DA "
3760967522393502464,"DA "
3761041327110766592,"DA "
3761245350942313344,"DA "
3761499853524374784,DC:
3761521190922183936,DA:
3761524145859705472,"DA "
3761572008975395712,DA:
3761794797518478848,"DA "
3761806479829733504,"DA "
3761926017359305984,"DA "
3762074554508884352,"DA "
3762079880268129920,"DA "
3762150081508907648,"DC "
3762172862014777856,"DA "
