GaiaDR3,SPPred
3616128542133976064,DC
3616350265525122816,DA
3616774028474044544,DA
3617099136022894848,DBA
3617712663511122688,DA
3617784063047674496,DC
3617799868526926592,DA
3618529123909761024,DA
3618569530962200832,DA
3618657732410663808,DAP
3619677181552552192,DA
3621570716668882560,DA
3621681801702974720,DA
3623233040812235904,DA
3623316393241872896,DA
3624419787520057472,DC
3624525963406878208,DC
3624535201881586816,DC
3625187006117633280,DC
3626022634955198592,DA
3626525219143701120,DA
3627142281389905408,DA
3628235092867980032,DZ
3629758603668233728,DA
3629976620502866944,DA
3630013656005467136,DC
3630023177947865088,DA
3630035787972473600,DA
3630648387747801088,DAH
3631709893209602304,DC
3631877053336916992,DA
3632193991858787072,DA
3632954402933841664,DA
3633287421812873600,DA
3634202348631058176,DA
3635174454348701184,DC
3635773447667412992,DC
3636486687116582656,DC
3637209066255998592,DA
3638148805100101888,DC
3638457669084084224,DA
3638957019161984640,DA
3639892119441535232,DC
3639928364669817984,DC
3641304266032854912,DA
3641545883713780096,DC
3642258577702062720,DA
3643555726544985088,DA
3643875542696004736,DA
3644717669817337856,DA
3645239315069496704,DA
3646374187163652608,DC
3647396385084826112,DA
3647875570291353344,DA
3648528607183584640,DA
3648744214542134912,DZ
3650426742210702976,DC
3650552739370519680,DA
3650615686411758080,DQ
3650730589671206528,DC
3651028381228835456,DA
3651747667992161920,DA
3652390092020688128,DA
3652865390281317120,DZ
3653854572788715520,DC
3653865018149220608,DA
3653928313083020416,DA
3654216312114820352,DC
3654573962630823040,DC
3654870693331906304,DC
3656469211440196736,DC
3656509794586217984,DA
3656970966699043328,DC
3658879826259633664,DA
3659054987910568320,DA
3659347256140256256,DBA
3659914737283635840,DA
3660356573454829824,DA
3660622479174640640,DQ
3660691817127057920,DBA
3661804694692519808,DA
3661843349398271232,DA
3661954022115425536,DA
3662779171232754688,DC
3662904897809965056,DC
3662951038644235776,DQpec
3663496155893287040,DC
3663664003222454528,DA
3663900436870097664,DA
3663919296071216000,DC
3665039835858823808,DC
3667514634669861120,DAZ
3667855139676395520,DC
3667872216467245312,DA
3668476222012308480,DA
3669065354086975872,DA
3669328034286134016,DC
3669400430255790336,DA
3669573053580577536,DC
3669910500571362688,DC
3669936102871625600,DA
3671080144719730432,DC
3671751946324947584,DA
3672615917651101952,DC
3672656947473710592,DC
3673479966286848640,DC
3674290886176428160,DC
3674426504064071936,DC
3674476639217656576,DA
3674627066152363776,DA
3674885584528395520,DC
3676222491884053376,DA
3676891987090991360,DC
3677020183274726912,DA
3677303170080009856,DA
3678497445865946624,DA
3678825035907053568,DA
3679712857186869504,DA
3679987868237036416,DA
3681000076065709312,DC
3682412703692940032,DZ
3682469122383597056,DC
3682835848166848896,DA
3683074094297008128,DA
3683519503881169920,DA
3683627840135415808,DA
3684069981248650624,DC
3684070526709953280,DC
3684329706511747840,DA
3684741301817503872,DC
3684909561456453248,DA
3686476533029004928,DC
3687414210289577344,DA
3688402091422432128,DA
3688697924474802176,DA
3688766094197606528,DC
3689027026344014464,DA
3690323316193465344,DA
3690395231125833600,DA
3690709554012428416,DA
3691685882071367936,DC
3692337037379978112,DA
3692888682978667776,DC
3693358792919145600,DC
3693488019896536704,DA
3693624423762089216,DA
3694399755554510720,DZP
3694595296825212288,DA
3695495693769418112,DA
3695839596094423296,DA
3696497653803224704,DC
3696633688303809664,DA
3696778892558087552,DA
3697125646741428224,DA
3698040337339931776,DAH
3698872156539379968,DA
3701701509194344576,DA
3704392873141718912,DA
3704624487842182656,DA
3705070756419217408,DA
3705109338109763712,DC
3705386281897262848,DA
3707668520142907392,DA
3707975009009227648,DC
3708253980021111168,DA
3708366954839619328,DA
3708578473389974528,DA
3709565658737443200,DQpec
3709743195505951744,DC
3711214067185666560,DAH
3711947785038942848,DC
3712709304215673088,DA
3712812452150011648,DA
3713218786120541824,DQpec
3713594960831605760,DA
3714225943066215808,DA
3714381180364354688,DC
3714693780969020928,DC
3714914271705535360,DC
3715726703424296064,DC
3717651845204820864,DA
3718579386342034816,DA
3719371829283488768,DA
3719493011785709056,DQ
3719648077285116032,DZ
3722192007889372800,DC
3722405308849506944,DA
3722502856146928256,DA
3723164143671997952,DA
3724064162658265088,DC
3724079384022987136,DC
3724485756648081920,DA
3725166869742133248,DA
3725279157367006464,DC
3725570772761744384,DA
3725948278915523584,DA
3727155340815968256,DA
3728074738695246336,DC
3728216571400055040,DA
3729759568466399488,DA
3731530843043705216,DQ
3731848189586855040,DA
3731853549706103680,DA
3732829885967805056,DC
3733305179932909312,DA
3733613970901618816,DA
3733693754214402816,DA
3733908713033609600,DA
3734940188083120896,DC
3735279494794280448,DA
3736695803210593664,DA
3737732878898142208,DC
3738752645868410752,DB
3740213514569182848,DC
3741324506644465280,DC
3741829590503668480,DC
3742597358857731712,DA
3743646365965636352,DC
3743786072660949120,DC
3743905507112335616,DA
3744078023062858624,DA
3744991824600484864,DA
3745162141527947008,DC
3746179365877952256,DA
3748310283836963840,DA
3748468991468532224,DA
3750356371896778752,DC
3750532843513052160,DA
3750579950714668800,DA
3750749378584132992,DA
3751758833338213888,DC
3752478017021957760,DA
3753336185847639424,DA
3754600108822938496,DC
3754712881779364992,DA
3755227831178589312,DA
3756296178523918592,DC
3756512434424528512,DC
3756983197196417280,DA
3757072669955347328,DC
3758115732828586752,DC
3758163832166529792,DC
3759537843744074624,DC
3761245350942313344,DA
3761499853524374784,DC
3762563085564070016,DA
3763292779032935552,DA
3763445409285757824,DC
3763467635741995392,DA
3764949025796348416,DA
3766143778323235456,DA
3766162573100182784,DC
3766890174919919616,DC
3767515389014753152,DA
3767553493964115072,DC
3767767069803057024,DA
3768274356980351232,DA
3769361469037774720,DA
3769489076810578304,DA
3770654288553791232,DC
3771288500604410112,DC
3771951742338562688,DC
3772200403765449088,DC
3772496760804084992,DA
3773128151061170048,DA
3776869239374325248,DA
3776918275016618112,DBA
3778062316865017088,DC
3778255036342283904,DC
3778305545157841152,DC
3778692573250571008,DA
3779487795036099456,DA
3780111080689647488,DA
3780210350269115776,DA
3781104425020491264,DA
3781616827503753088,DBZ
3781742343628799232,DA
3782950741267429376,DA
3783141506534958720,DA
3783206210217512320,DA
3783929890730973184,DC
3784257205894567168,DA
3784591934170756352,DC
3785295862130129792,DC
3785545867881953664,DC
3786228007472603520,DC
3787620642027892992,DA
3788017050329793280,DZ
3788039624678206848,DC
3788194488314248832,DA
3788449845593912960,DA
3788780936033673600,DA
3789156870225942656,DZ
3789953432039913984,DA
3790040465258127616,DBA
3790932787663209344,DC
3790933504922574080,DC
3791246075462610304,DA
3791951961927535616,DC
3793038176336413568,DA
3793132257595347200,DA
3793871056394569600,DA
3794415245931016320,DQ
3794567429507510528,DA
3794778771962325376,DC
3795052348495488896,DC
3799009353404271488,DA
3800633813114930688,DA
3800902265750001664,DZ
3801499128765222400,DC
3802622073735216128,DBZ
3802627670077268864,DC
3804239558419007744,DA
3804627716087570560,DC
3805542578481614464,DA
3806277464565712256,DA
3806529291383459456,DC
3806714593452089856,DZ
3808776242178788736,DA
3809230860172408320,DA
3809362934711715712,DA
3809758930696054784,DC
3810099989754827136,DA
3810124316449529984,DC
3810397128476695424,DA
3810416820902223616,DC
3810552434493888768,DQpec
3810933247769901696,DAZ
3811876594386673408,DA
3812046945673961856,DC
3812052855548962816,DA
3812098863243533824,DA
3813093066563138304,DC
3814445324131846272,DA
3815105615223622144,DC
3815200997858084480,DA
3815759279181364864,DAH
3816821334399520128,DC
3817262208497857024,DA
3818473629793533312,DA
3819003074706435200,DC
3819743428284589696,DA
3820326921066038144,DA
3820383996887145088,DA
3820708279802560256,DC
3820953917572756480,DA
3821392176035122176,DA
3821457974934306176,DC
3822028007288795264,DC
3822413519258382592,DC
3823019904216096128,DA
3823774203552440064,DA
3825160133663597440,DA
3828424828500179584,DA
3828468151838515072,DC
3828635144458312960,DC
3828687023368161792,DC
3829190084297739776,DC
3829366074878263168,DA
3829587901349023616,DC
3830623164560911872,DA
3830680854561582464,DA
3830990156631488128,DA
3831362929727997440,DA
3831947801194658688,DAH
3832119767389994880,DC
3832329434808415744,DAH
3832801498958855552,DA
3833982271367482624,DA
3834061470568945280,DC
3834247326684614656,DBA
3834721387994870784,DA
3835861439819152128,DA
3835866563715176192,DA
3835912017354065920,DA
3836456103811208064,DA
3836605980989228928,DA
3838571117511435392,DA
3838626849001351168,DC
3840846114438361984,DC
3841045053027974912,DQ
3842126835031738368,DA
3843483151343659776,DA
3843957354387777152,DAZ
3844051225193053440,DC
3844209481853063296,DA
3845116029189633280,DC
3846462656056088448,DA
3846557660732848384,DA
3847084567320260864,DC
3847322577227869952,DQ
3847500839845603584,DA
3850056169293341824,DC
3850381865253059328,DC
3851943584081217408,DC
3852118307646195328,DA
3852194891207625344,DA
3853660510143027200,DA
3853835877952617728,DC
3854183431001210112,DC
3855631797052747136,DA
3855792630692650112,DA
3855932749706134272,DA
3856005626711298560,DA
3856813767757333632,DA
3856950175919062144,DAH
3857118439852847744,DA
3858284261480477312,DC
3858586012997916160,DC
3859871342090899328,DA
3860381618565361024,DA
3860382404543853952,DA
3860751256335185408,DA
3861993292157786368,DA
3862099876068198656,DA
3862830334039617408,DA
3862858165427681536,DC
3863287692225892736,DA
3863974783909961600,DA
3865951435233552896,DC
3866845986727270400,DA
3869429224872527744,DA
3870346934829606528,DC
3870354528331257984,DC
3870767467961813248,DC
3870931050381491072,DA
3871736820606012928,DA
3874412413432643328,DC
3874412413432647680,DA
3875197155497209472,DA
3875651975353757440,DC
3875652014008894720,DA
3875789001991057536,DQ
3876128441845697664,DA
3876618892751168000,DAH
3876834259591671040,DC
3877153599000231552,DC
3877871477014130048,DC
3879148010013223680,DC
3879201783004024832,DA
3879291255762714368,DC
3881842363257366912,DC
3882547566823086848,DA
3882611201058534400,DAH
3883746133280920448,DA
3883864880537243136,DC
3883918657822146944,DA
3884176798241603200,DC
3884462057084493824,DC
3884610594233452544,DC
3884662713661807616,DC
3884899559633556224,DQ
3885315003230198016,DA
3886816622581111552,DA
3887433414244718464,DA
3888723386196630784,DA
3888929097950924416,DAH
3889004478921783296,DA
3889155730489668864,DC
3890141958060313984,DA
3890322415406225408,DA
3890733117358752256,DC
3891010606606035072,DC
3891115064506627840,DA
3892281367169398016,DC
3892524535332945280,DC
3893651289938122496,DA
3893925965982400384,DA
3894294435521417344,DC
3894780007343533184,DC
3894868518029804032,DC
3894911089745430656,DC
3895853993981558400,DA
3896315612771069184,DC/DQ
3896442675083660288,DA
3897015868534544000,DA
3897445571422443904,DA
3898377201369256576,DA
3898536321316235136,DC
3899642425719062400,DC
3899809757644549632,DZ
3899975238440888064,DA
3900013579612540672,DAH
3902183809407583872,DAH
3902583722402774784,DA
3902697968532578048,DA
3902698243410506112,DQpec
3903151246497510784,DC
3903910081318807168,DC
3904294940452344576,DC
3904628406009296896,DA
3904993787466857472,DA
3905035495893288448,DA
3905501688823640832,DC
3905533368502667520,DA
3905948159264050432,DA
3906450326840122368,DA
3907438925232641024,DC
3907977484067188096,DA
3908299636678454784,DA
3909703575588491776,DA
3910338303034941824,DA
3910382871911470848,DA
3910941183300119808,DA
3911257636490384512,DA
3911460633824772224,DC
3912968163050466560,DA
3914160793864337280,DAH
3914211337039745408,DC
3914686699729551744,DA
3915026861134449664,DAH
3915111042492943360,DA
3916509896161613056,DA
3916712206301454720,DZ
3917662149987657472,DC
3917712246486088064,DA
3917811443050820736,DA
3918024679587352960,DC
3918457681010093824,DC
3919950955240152832,DQ
3920187251456610816,DA
3921044866230104576,DA
3921325860170568448,DC
3921843871882038016,DC
3922795941576557184,DC
3924198849694079488,DC
3924625975601987968,DA
3925475283910531328,DA
3926968661219149184,DC
3927653893186082176,DA
3928060510626899200,DZ
3928077827935031168,DA
3928101738016062336,DA
3928119295842399360,DA
3929166408868873344,DC
3929800350337579648,DC
3930500666228897536,DC
3930720057454344960,DC
3930720263611949056,DC
3930922058356114560,DA
3931506719368273792,DA
3931751257626586880,DA
3931756484602030848,DQ
3932498891173435520,DC
3932776827097014528,DC
3933031020441648384,DA
3933386712453327360,DAweak
3934289587593617664,DC
3934531063539402752,DC
3935942939548822272,DA
3936036638555796224,DC
3936094878312557184,DA
3936265787946147712,DC
3936440262402010368,DA
3936999437080327040,DA
3937174946624964224,DA
3937174942327932544,DAH
3937959615673187712,DA
3938156295111047680,DBe
3938160280840704000,DA
3940853397134158848,DA
3940955205038857728,DA
3941482519648231296,DA
3941619958601686016,DC
3942229672158400640,DA
3942685179209931008,DA
3943650619138622848,DC
3944082692848953088,DC
3944400490365194368,DA
3944621251683633024,DA
3944830674288852352,DC
3945304834382891008,DA
3945531509872686208,DC
3947104533054775168,DC
3947604806549970560,DC
3948718856642651904,DC
3949023868040468224,DA
3949197105545275264,DC
3949551801124462976,DC
3952184341199008384,DC
3952478391839564928,DAZ
3953566942710915200,DA
3953720569396712320,DAP
3954167379139173632,DC
3954943428189717504,DA
3954947379559880064,DA
3955739783846030208,DC
3956905747207784576,DC
3957067310993650048,DC
3958861915832531328,DC
3958889751516035200,DA
3960660407621272576,DC
3960889106038736896,DA
3961323069532233984,DQ
3961531014672329728,DC
3961591831405665280,DC
3961972747760766720,DA
3962103585349141504,DC
3962123479637203200,DC
3962125442437204096,DC
3962296416495937152,DA
3964052057392021760,DA
3964744479135122560,DC
3966812278254805248,DA
3967110520783248640,DA
3967492742808436864,DA
3968318334306923264,DQ
3968635204109066880,DA
3969544976966357504,DC
3970767638191849984,DA
3972360517007764096,DA
3972493871447452032,DA
3974116235214146432,DQ
3974607884414675584,DA
3974868644764927744,DA
3975654241527757568,DA
3976193895578807296,DC
3976920329166692736,DA
3977986099531867904,DC
3978862277154958592,DC
3978879594463300992,DA
3979070527235441792,DA
3979704120809463808,DC
3979751266665795456,DC
3980784841955866624,DC
3980865789203927680,DA
3981634249048141440,DA
3982007636324256000,DA
3983606596814071680,DA
3984076534955978880,DA
3984115430179696128,DA
3985469616188225152,DC
3986737563548325760,DA
3987528623509801984,DZ
3988212592756945152,DAH
3989883777417007232,DA
3990494251184010496,DC
3992108467396622464,DA
3995295401850242688,DA
3995663944403608448,DC
3995728953028752768,DC
3996172640334271872,DA
3998086241534550144,DBA
3998830061150314368,DA
4001074538044978816,DC
4001128414114602880,DC
4001198168679083776,DC
4001466277717538432,DAH
4002617427736191872,DC
4004175916749342592,DC
4004196566952059008,DA
4004395720290994048,DA
4005438916307756928,DA
4006739806067153152,DC
4007991157673846144,DA
4008477034440224000,DC
4008511467191955840,DA
4010090670831602432,DC
4010119017615780608,DZ
4010592357371458944,DA
4011194202932877696,DA
4011932043570482944,DC
4012048699177439744,DC
4012449333727266688,DA
4012697887778691328,DC
4012913117179929344,DC
4013877015215909632,DA
4014667186119082624,DA
4015547856277853824,DA
4015679213557387264,DC
4015951102167164032,DC
4016142868162408576,DQ
4016204440813547520,DA
4016670251491467520,DA
4017476365313408512,DA
4017694519587168128,DA
4018536882933053056,DC
4018868591847502208,DAH
4019392852735219840,DA
4019458647338779648,DA
4019734594693512704,DA
4020794214664565120,DC
4021196395402263424,DA
4021565827014024576,DA
4022081429247669632,DA
4023258765683278720,DA
4024105492715825152,DA
4024374774280462976,DA
4024927927413040000,DC
4025333681563592960,DA
4026018956480400256,DC
4027510375284724608,DQ
4028113212599022592,DC
4028120776036373760,DQ
4031471636506212352,DA
4031828157446980608,DA
4032338708799508096,DA
4032410520652747648,DA
4034132866962718848,DA
4035315773995408128,DA
4036302448277184640,DA
4037085334973293824,DA
4038605749009506432,DA
4041538421599982976,DA
4042616355147302528,DA
4044239616557104128,DA
4044649768760867712,DA
4046936439349553280,DA
4047041618851388288,DC
4047101232991522560,DA
4047157170632111616,DA
4048028121375060992,DA
4048089247263179136,DA
4048905428472126592,DA
4051435851405181568,DA
4051673208545076608,DC
4053312168024173312,DC
4053388961995092352,DC
4053446239723942016,DC
4053784202114465792,DA
4055233289668168448,DA
4055353888055627008,DC
4056004871982962048,DC
4056072732496968832,DBA
4057018621677776512,DC
4057666023573780352,DA
4059612743271411456,DC
4060745308963250176,DA
4061255688525042304,DC
4061510775220347520,DA
4062068266296982656,DC
4063160386457461120,DA
4063717671150255744,DA
4065463691320200192,DA
4065988403193698048,DA
4066980295806505216,DA
4067477554248982528,DA
4068263945682329728,DC
4068499305485306240,DAZ
4069227083403656064,DA
4069497936915838592,DA
4069664890886983296,DA
4069709936500937856,DC
4071312479009784064,DC
4071812344500048768,DC
4072716452280123648,DA
4073058744006742016,DA
4073522222505044224,DA
4074059608819077504,DA
4074444158691979008,DA
4074564525152038144,DC
4074724877772328192,DA
4074811606037624448,DC
4075527972221405312,DA
4078292586828191872,DA
4078565991609760384,DC
4078868662206175744,DA
4079375988065756928,DC
4080118330222243968,DC
4080203508020619520,DA
4080881391252112640,DA
4081155169652649344,DA
4081702142322988544,DC
4082091781754471296,DC
4082652086014802048,DC
4083241149369787392,DZ
4083498155916368768,DA
4083566669229103616,DA
4084003763758382208,DC
4084034240855895552,DC
4085489994240873728,DA
4085489994240885632,DA
4086514494266603776,DC
4088653838978654336,DA
4089730604499317760,DA
4090077088109529472,DA
4090446352204600448,DA
4090587566375641216,DA
4091362206671682816,DA
4091464877911328768,DA
4092151140652814336,DA
4092503057422632064,DC
4093021236676586368,DA
4093030754277017856,DC
4094211659788472704,DA
4094555467661923328,DC
4094710120820059008,DA
4095056359580563328,DC
4096365843576986880,DC
4098931347795185280,DA
4099773475023559680,DA
4101196273036447744,DC
4101744830574259840,DA
4102050563559953536,DA
4103471270031377920,DC
4103565209518731264,DC
4104989764293117696,DC
4105103185793877632,DA
4106200223484279936,DA
4106646934496648448,DA
4107012041007171456,DA
4107915972730495744,DC
4108828945319007744,DC
4108890281768798336,DA
4109458828035268608,DA
4109465356411523712,DC
4110161965722210432,DA
4111317659875304832,DA
4111657851290351616,DA
4112752350726835840,DC
4113135633609628800,DC
4114818264377891968,DA
4116083802225908608,DC
4116218419363068032,DZ
4116641014101152000,DA
4118171568655203328,DA
4118803306883861632,DA
4118976583039034880,DA
4119554273223804928,DC
4120911139322470272,DC
4122206119171399680,DC
4122730968513608192,DA
4123210458632038272,DC
4123821512283733888,DC
4124437303147608192,DC
4125468645047515904,DA
4125677174300645120,DA
4126030946460774144,DC
4126670518631322880,DA
4127021675167757952,DA
4127329774636914048,DA
4128167950420485632,DC
4128367507456250240,DA
4128925548277018240,DA
4129194378857852160,DC
4129382287971782400,DA
4129800136752238208,DC
4130191322368475392,DA
4130383496382654976,DA
4130720050023953152,DC
4130961156599452800,DA
4131111201282713216,DC
4131862957999471744,DQpec
4131932330308880512,DA
4133715360213497984,DC
4134152244290443136,DA
4134318824595398656,DC
4136103572502555264,DC
4137811178473465216,DC
4138244832722867200,DC
4138891281135950208,DC
4139178116232277632,DA
4139348334376604928,DA
4139531467491239680,DQ
4139684681854263936,DC
4140149564819793024,DA
4140743477192106368,DC
4140819751518766848,DC
4141621639101946880,DA
4143073441117517056,DA
4144648251014336000,DA
4146145614043407872,DC
4146335108001349120,DA
4146666271458052352,DA
4147140298404258560,DC
4147305701888620672,DA
4147850200662533248,DA
4148208851955944192,DA
4149155458407426816,DA
4149287747739521536,DA
4149820323678136192,DA
4150020774057837440,DA
4150588882296331264,DA
4152106650692654208,DC
4152557420406043264,DAZ
4153583260451522432,DC
4153618204302689920,DA
4153763511637487488,DA
4153937891610652928,DC
4153999459961832192,DC
4154063678315488640,DA
4154963942133386880,DA
4156223428387235968,DC
4156976529439598208,DC
4157780268134684928,DA
4158780656214242304,DA
4158856591249854848,DA
4159284060742837760,DC
4160030113752908416,DC
4160995171416804736,DA
4161457550412331264,DA
4163113518004199424,DA
4163315209664355712,DA
4163810848892082816,DA
4165321062472840320,DC
4167373163487402624,DC
4167546306506538112,DA
4167837088672287232,DC
4168312459956062208,DA
4168752397744231168,DA
4168806140670986880,DC
4168907879862434176,DA
4168931003962377344,DA
4169222404604489216,DA
4169574802380521600,DC
4170725471361682432,DC
4170899954423211776,DZ
4170934378572508160,DA
4172227266806188928,DA
4172795714319363328,DA
4174595653508284800,DA
4176522581998783744,DA
4177329520448727808,DA
4177329520452373248,DA
4178748607711976704,DA
4179228544536482176,DC
4179983226127791232,DA
4180014832789446400,DC
4180301569104802816,DA
4181296451031363840,DA
4181519170850630912,DA
4181614106807625728,DC
4181798519823760256,DA
4182078959710930176,DA
4183123152159104768,DA
4184136803093217280,DA
4184140410866696192,DC
4184984698375080576,DA
4185491401430968320,DA
4187486740148192384,DC
4187690733925164928,DA
4188761516507040640,DA
4190734280885088128,DA
4190813690536580608,DC
4191428420619090176,DA
4191490508664414208,DA
4191878911146198656,DA
4193037242348717312,DA
4193149323813161600,DC
4193463474904213248,DC
4194084458455944448,DC
4195385769128825472,DC
4195585983322183168,DA
4195645734908944768,DA
4196366327341011328,DA
4197093551194257280,DA
4198415610866926848,DC
4198682414246647808,DC
4199134584080494080,DA
4199535257307458432,DC
4200761109686519424,DC
4201508120449727360,DA
4201781696994073472,DBQA
4203108841963846016,DA
4204233401775345664,DC
4204389876028437632,DA
4206010350002500224,DA
4206232584471100672,DA
4206949813951370624,DA
4207003586942336896,DA
4207674112941008000,DB
4208408556636781824,DC
4208475450751790848,DA
4208570558512199168,DC
4208943602192461696,DC
4209477007070084736,DA
4209908183125079552,DC
4209983637108634240,DA
4211268107208550656,DA
4211784160426521344,DA
4211947536675142656,DA
4212063642546754048,DA
4213409341688406912,DZ
4213471120498390784,DBA
4215092346095059328,DA
4215107395661103872,DA
4215194227034205824,DA
4215241712185612544,DC
4215838781344309376,DA
4216665957687995008,DA
4217729529025009024,DZ
4217793816094052480,DA
4217910669267424512,DA
4217970386494639360,DC
4219002003278603264,DA
4219122713337196800,DA
4219280695115766784,DC
4219430950253674496,DC
4220732737658940288,DC
4222364898248984704,DC
4222865343540045952,DQ
4223489320687885952,DC
4223799241230246656,DA
4223980836743666176,DA
4224643292498978688,DA
4225022825872950528,DA
4225395594673645952,DA
4225867834919472512,DZ
4226568193761131520,DC
4226652233385895808,DA
4226663404595171968,DC
4227320672031546240,DA
4227915744043939584,DA
4228210894197669760,DC
4228576550540445184,DA
4229008869056208256,DC
4229400153462745472,DC
4230332092645516672,DA
4230380819051252736,DC
4231081414113823232,DA
4231922059473951616,DA
4232108426695238272,DC
4233829192459231744,DA
4234191726357053184,DC
4235280071072332672,DA
4235363324709295872,DC
4236208432541189376,DA
4237172704241062912,DC
4237555506083389568,DA
4237759126196907264,DC
4238029640418161024,DA
4238303964263989248,DA
4238567709615983360,DC
4239145713445699968,DZ
4240231824768647040,DA
4240366136980012416,DA
4240599263505188736,DC
4240678806301351680,DC
4241025186823973120,DA
4242264993557293184,DC
4244000568366230656,DC
4245718417845489536,DC
4246381595156273792,DA
4247477086694455552,DA
4247531478160569216,DZ
4248256365561161472,DC
4248275199005124224,DA
4248370444198847872,DA
4248639034274791552,DC
4248931504366754304,DA
4249180990420049920,DA
4249203942725768448,DA
4249314752877646208,DA
4249374156570938368,DA
4249667902270614272,DA
4250205872691106560,DC
4250205872691106176,DC
4250461749665556224,DA
4250576064524065024,DA
4251780751364477568,DC
4252064631569619712,DC
4252765840714356992,DA
4252838408471576960,DC
4254454797960984192,DC
4254473764547623808,DA
4254830796588748544,DA
4254871272372114944,DC
4256217040237977216,DA
4256586888473586944,DA
4256685603989916544,DA
4256698798129293568,DA
4257063458004688896,DA
4257063453704172416,DC
4257461275049675008,DA
4257615996968058752,DC
4257696978555500416,DA
4259121228365719168,DQ
4259451425495913216,DA
4260066121183996032,DA
4260307154736705792,DA
4263608816391834624,DA
4264000551751522944,DA
4264509625653266688,DC
4264942214777843712,DC
4267226312712584576,DC
4267611073087674752,DA
4267612546219850880,DC
4268136708380884992,DA
4268167357267580160,DZ
4268406466624858624,DC
4268663511830737408,DA
4269821258919600000,DA
4270142659907092992,DA
4270537968697560960,DA
4272881444589215744,DC
4273533038374475264,DC
4274016346752776704,DA
4274460613871340672,DA
4275006143441092480,DC
4276845523320382976,DA
4277114731860237056,DZ
4277114834939449728,DC
4277261344865247744,DC
4277352024517980672,DA
4278728059014734848,DA
4279729924567568128,DC
4280032943098880768,DA
4280401824954154240,DA
4280632829779587072,DA
4280911659044487040,DA
4280960342495965568,DA
4281837993293781632,DC
4282011617348488832,DC
4282373867773042944,DA
4282870267212356992,DA
4283285294194849280,DA
4283721800317089920,DC
4284122709739805056,DC
4287654959563143168,DA
4288942973032203904,DZ
4288959122122255360,DA
4289038630532388608,DC
4289127789746694144,DA
4289280179507164416,DA
4290064711098164608,DC
4291624029050010624,DA
4291822593963456768,DC
4292836137550823552,DA
4293104796333412992,DC
4293873732939569920,DA
4294296838746234880,DC
4295356012026527360,DA
4295598660487928064,DA
4296033684847944320,DA
4297268097107337088,DA
4297527788014048512,DA
4298029268399256704,DA
4298401105174809984,DC
4298424164855653632,DA
4298811124237354880,DC
4299191688396959488,DC
4299397713684601088,DA
4300758870422120192,DC
4301829970867752704,DA
4306225543468219520,DC
4306960356519377408,DC
4307531655889790336,DC
4307667617377160704,DA
4307704180460123392,DA
4307900679481125504,DA
4308500222557665664,DC
4308535961026237696,DA
4308713699611244288,DC
4312545875598621952,DC
4312916758899377920,DC
4313658585693385984,DA
4314903198513595776,DA
4316056345649209088,DA
4317073325202572928,DA
4317623424602750592,DC
4318772964044451072,DA
4319031177426157568,DA
4319908862597055232,DA
4320094439580536320,DA
4320293897837509248,DC
4320303621677848832,DA
4320887496662508416,DC
4320991950320374912,DC
4321078017103000192,DC
4321547066187820800,DC
4323248010678417664,DC
4323501306369726848,DC
4323956302321933952,DA
4324005432451636480,DA
4324384386004087296,DC
4324416379219548032,DA
4326453082771692544,DBA
4327508613934856576,DA
4327945910325306624,DC
4328204192479054592,DC
4328293291578459392,DA
4328491474251777536,DA
4328933138625682432,DA
4329476602310486912,DC
4330093466990008448,DA
4331554748006758400,DA
4331694970097765120,DC
4333033075751327104,DA
4334436499262059008,DC
4334477907045441280,DA
4334641562477923712,DA
4334670557801027840,DA
4336571785203401472,DC
4336584326508348928,DC
4336628650571281280,DC
4336745954717145856,DA
4336985751331776512,DC
4337281421174823168,DC
4337798810117194112,DB
4338032555120723200,DA
4338304993485762048,DC
4338775382599344896,DC
4339432164702764800,DA
4340322876499078400,DA
4341270792960082304,DA
4341495230772911616,DAH
4341529929810105088,DC
4341773063622911872,DA
4342282549816136960,DC
4342506850188840192,DB
4343731499982516352,DC
4344894302249897984,DC
4345229133602490752,DC
4345767555000692096,DA
4345807442359164672,DC
4347406510222459008,DC
4347471450130104832,DA
4347700805681797120,DA
4347759354670592000,DC
4348098485293072128,DC
4348186167046574208,DA
4349263276125366272,DA
4349513797276615680,DC
4349734833473621248,DA
4349857149842377600,DA
4352651700380171392,DA
4353847243180399104,DA
4354335563781777792,DC
4354353293406211200,DC
4354493618579109376,DA
4354831791419949568,DA
4355158793049794304,DC
4355229123137665792,DC
4357758274758945280,DC
4358066107952246784,DA
4358132250448454272,DA
4358181556673323904,DA
4358305011212780032,DC
4358329681504924800,DC
4358332292844968832,DC
4358550717702291328,DA
4358858714100829184,DA
4359637237054974848,DA
4359722208685335552,DQ
4360643809885839232,DA
4361047498154483968,DC
4361290906838002432,DC
4361621688038664064,DA
4362010154942755200,DC
4362230748762429952,DA
4364766836754224128,DC
4365585663679013248,DC
4366155146278913408,DA
4366231386241199360,DA
4366857837287969792,DA
4366961260100103680,DA
4367353266060378624,DC
4368100281129866112,DC
4368168107254401408,DA
4368448074699014528,DA
4369361489686615296,DC
4370302706003791104,DC
4370620121265298944,DC
4371734308793396992,DA
4372558083524803072,DAH
4372699744431573888,DA
4372725209292759936,DC
4374362824485469440,DA
4375699353885688448,DA
4375705607353873152,DC
4375784119357032448,DC
