GaiaDR3,SPPred
1492836834300292992,DC
1492944375984949504,DC
1493367245581725184,DC
1493842161589005440,DC
1493934284343845504,DA
1494157691363079168,DZ
1494432053873688448,DA
1494485758144731520,DC
1494564162771398016,DC
1495340933377121792,DQ
1496083447322545024,DC
1496142752231641472,DC
1498122491636872064,DC
1498126030689316736,DA
1498271406743008640,DA
1498271376679465600,DA
1498332021616231424,DA
1498447607777405312,DAZ
1499209530679741184,DA
1499290379143445760,DC
1500140065408640512,DC
1500607765872799616,DC
1501012287368950528,DA
1501020774225044736,DC
1502063317405058304,DZ
1502284452385828864,DA
1502616539256347136,DC
1503091085900019712,DA
1503203059990907648,DC
1503766009943842048,DC
1504365454235966848,DA
1504443450842002176,DA
1504453896202493568,DA
1504563057091834496,DC
1505825635741455872,DC
1506282933795985280,DC
1506805751574450048,DA
1507571286545131648,DC
1508390899448035712,DC
1508482266288333952,DC
1509745124111150848,DA
1509842495314395264,DA
1512752769450543488,DA
1512865022715710464,DA
1514641897929708800,DC
1514736047908364928,DC
1515081328918440064,DQ
1515219691289797632,DC
1515693894335906688,DAH
1515869884914637824,DC
1517211697121965440,DC
1517239773324267904,DC
1518352719609121280,DA
1518401299983488256,DC
1518943638389520384,DA
1519362376225775744,DA
1521599470071180672,DA
1522443933657255936,DA
1523116177642231808,DC
1523467402887806336,DC
1524205557443256192,DC
1525359868557998336,DA
1527224404056238848,DC
1527940564084210816,DA
1528190393741232000,DA
1528964789228265728,DA
1529609897612606592,DA
1531097433767946240,DC
1531580424311162880,DC
1532708866839099648,DC
1533299819978845312,DA
1533421728330980096,DC
1533514911941019008,DQ
1533568375694548480,DA
1534049549469960192,DC
1534384148897669248,DQP
1534778323816310912,DA
1534836250044023168,DA
1536034236678159232,DA
1537203704733382016,DA
1537401449322419200,DA
1537794524729363712,DA
1538365922883198336,DA
1538625407627245056,DA
1538799783299294208,DC
1540371883066128768,DC
1540651193376855680,DC
1541286711100812160,DA
1542901000329134336,DA
1542933401563275136,DA
1543356369938446720,DC
1543370904111505408,DA
1543723709905857792,DA
1544285079309656064,DA
1545014807135001088,DC
1545050717357814272,DA
1546270625515781248,DA
1546780420950246912,DC
1548117972546002560,DA
1549208138324951936,DA
1550492952021749248,DC
1551062778220116992,DA
1551096996222472832,DA
1551097000517516288,DC
1551279240274526208,DC
1551346520939849728,DQ
1551402252435630592,DA
1551454612379717760,DA
1551929124663349632,DA
1552488776081383040,DB
1552504684640838656,DA
1553656423070589568,DA
1554843655110340992,DZ
1554850591480752384,DA
1555883930548870400,DA
1556005701461744640,DA
1556162240133919744,DC
1556577584947813376,DC
1558872261424381184,DA
1559416798846597632,DC
1561389253988468224,DAH
1561515526026874624,DA
1561941170170300288,DA
1562601190679806080,DA
1563260687202320256,DC
1564321200527368704,DC
1565012935076040832,DA
1565832689713351808,DBA
1566012013187728768,DA
1566020598826667904,DC
1566530913957066240,DA
1566553007268519168,DZ
1566592001275738368,DC
1568436951724556416,DA
1568579647717853184,DA
1570111709795010816,DC
1570514066627694336,DC
1570574260593313152,DC
1570659781981537024,DC
1570828286435383424,DC
1572216243769902336,DA
1572454940873010176,DC
1572601725674655488,DC
1573089397737635712,DC
1573121554156399872,DA
1573476112296657408,DQ
1574853491129437440,DC
1575107070293783296,DA
1575357587146077056,DAZ
1575509800786419712,DA
1576088036528753408,DC
1577900791900994688,DA
1578585611551014528,DC
1578748824604827648,DAH
1578748858964566400,DA
1579147088331814144,DAB
1579314622119638400,DC
1580009552123749888,DA
1581002544266699392,DC
1582663189077609088,DC
1582945145090883200,DC
1582991152780947712,DA
1583023618437189504,DA
1584734595969095424,DA
1585063422960992256,DQ
1586427298416103296,DA
1586838374030594048,DC
1587150257375155584,DC
1587405000476135168,DC
1587611884756030720,DA
1589209333416214272,DA
1589950786507420800,DA
1590192369827025152,DA
1590462948470580480,DA
1591027895583640960,DC
1591250718488330112,DA
1592242645479324288,DZ
1592629707931918720,DC
1593473346884952448,DA
1593599855144838912,DA
1596808642391186560,DC
1596812426258489600,DA
1596840493868996864,DC
1597468108851256192,DC
1598771000065137536,DC
1599195548992459008,DA
1599685347062685184,DA
1599832131864165760,DC
1599832161929255424,DC
1600035129199827968,DC
1600172155835980800,DA
1600259390916467072,DC
1600882268549215616,DA
1601489813146914176,DC
1602106536090424960,DA
1602106540386957184,DA
1602197696772907648,DC
1602274318989755264,DA
1602720342752926976,DC
1603370081109395200,DC
1603796073145515136,DZ
1604147165248626048,DA
1604200899583092992,DC
1604224470364124416,DC
1605951944865784960,DA
1606901025263230592,DC
1607546129351189888,DA
1607738921843325440,DA
1608061254844374784,DA
1608497864040134016,DBA
1608747311444717440,DA
1609392862209121664,DA
1609479792346820736,DC
1611017429293506304,DC
1612074918962152192,DA
1612301860739133952,DA
1612339420228653440,DC
1613573690750097024,DA
1613799674748191616,DZ
1613862480054872320,DA
1614999581236563968,DC
1615886474803816448,DC
1616103353471994752,DC
1616879612977156352,DA
1618920714579089280,DA
1619166249269416832,DA
1620030637207462912,DA
1620047374696579968,DC
1620793668213294976,DC
1621523537776065280,DA
1622697949337226112,DA
1622769245794819968,DA
1623911878894401024,DC
1624458370533212416,DC
1624733561973468928,DA
1626445600362602240,DC
1626878090683867136,DA
1627064973301021056,DA
1627688941853399680,DC
1628349890076998912,DA
1628379675674825984,DC
1629354495811136384,DA
1631578537252535040,DC
1631669453120152192,DA
1631796309274519040,DA
1631815069691601792,DC
1632041328568823424,DA
1632472715084508800,DA
1632819404844402816,DA
1633504675468010624,DA
1633840370109794432,DC
1633890943348374528,DC
1635687790163070976,DA
1636125872530936192,DZ
1636528882198590848,DA
1636757232723867264,DA
1637681131728713472,DA
1637873992939567104,DC
1638448388981845888,DA
1638563322306634368,DA
1638979384378696704,DC
1639251509211049856,DC
1639910911246160896,DQ
1640335009200444800,DC
1640907889118460672,DC
1641326979142898048,DAV
1641386833807056640,DA
1642588149044082688,DA
1643544689800386176,DQ
1643551566043342848,DA
1643583241427126656,DA
1643814211883928320,DA
1643897255075823104,DA
1643897255075822976,DA
1645204475617697536,DA
1645246321482892032,DC
1646478461701551104,DA
1647009319658785024,DC
1647162396588999552,DA
1647193522216407680,DC
1647308730418845952,DA
1651999178303252864,DC
1652335835020534016,DA
1653044367185115264,DA
1653185998026583296,DA
1653189438296186624,DC
1653662606253165696,DA
1654279187462370048,DC
1654393914628550656,DC
1654560662439820416,DC
1655713470317022720,DA
1655757824443490688,DA
1656772403094035200,DC
1657597483491271552,DA
1658578797618935680,DA
1658818319354849536,DA
1659211974581862912,DA
1660937971614743808,DC
1661023419988816256,DA
1662524184641472640,DA
1662778377985657344,DC
1662871286717909632,DA
1663262163101591936,DC
1663349849153677952,DA
1663839681584291072,DC
1663956268471724288,DA
1666261218505739008,DA
1666378698746614528,DQ
1666805889078252928,DA
1667597434370696320,DC
1668302977238052992,DC
1668331122160137472,DC
1668928221397609984,DC
1669095729418204416,DA
1669171110387711744,DC
1669596724467221632,DC
1669738016006998528,DA
1669764571788997248,DC
1670115973129108864,DC
1670992421335403904,DC
1671329451713079808,DA
1671668067321674368,DC
1671824128866481792,DC
1673286414907904256,DA
1674438320840981376,DA
1674443444737270784,DA
1674882283020131584,DC
1675399225287958272,DC
1675699568051964800,DC
1675850407304241536,DC
1677716789636812160,DC
1679189040001914880,DA
1679365202380970880,DA
1679458897091659008,DC
1680452683804651520,DA
1680532535836237440,DA
1680980518105612672,DC
1682022481467013504,DA
1682144424177509888,DA
1683086014153625344,DA
1683330453627242752,DA
1683698652583632000,DA
1684084405070896768,DC
1684555515739588992,DA
1684701849569650432,DC
1685164164144581632,DA
1685171001732519808,DA
1685947046487759616,DA
1686322048672412288,DC
1686708050268594944,DAZ
1686806967659895296,DC
1687084559986707840,DQ
1687105489362392320,DC
1687717054050293760,DC
1688036496537485696,DC
1688070959355309312,DA
1688164349123795072,DC
1688574226443221760,DA
1689171261256716416,DA
1689688688851948032,DC
1691007651833864064,DC
1691219518276096640,DA
1691837787408390400,DC
1691957732959636608,DC
1692021543289085184,DA
1692480928695419392,DC
1692520339315508224,DA
1692633451573982720,DC
1694000595499961856,DA
1694227850809466112,DC
1694363498760645248,DC
1695004995075958784,DC
1696660893947352704,DA
1697790612080870144,DA
1697853387322924544,DA
1698352286428483712,DC
1698691490060315136,DA
1699645724419193088,DC
1699812132927122560,DA
1699933766400788224,DC
1700408922928538368,DA
1700430814377248768,DC
1700775683070198016,DA
1701203388798824320,DC
1702044691288290304,DA
1702418864543992576,DA
1702458378242137088,DA
1702877532691158656,DC
1702977798702921856,DA
1703268374715128320,DA
1704827791440274560,DA
1704918191912744192,DA
1705258117099654912,DA
1705586493119219712,DA
1706149129539465216,DC
1706270664229782528,DC
1706625016212384128,DZ
1706631093589103872,DC
1707029872713236352,DC
1707031629355502848,DA
1708142445335778304,DC
1709423887483553664,DA
1709424712117232640,DC
1709799783021380096,DZ
1709900147816830592,DA
1710386067532886272,DC
1710781956143224832,DA
1711005951573009792,DA
1711063469775089920,DA
1711656828096550272,DC
1711750076130801536,DA
1711932285822978560,DA
1712128273771404032,DA
1713118113409452544,DA
1713163292169537024,DC
1714635091562696320,DA
1714938767226518528,DA
1715550748526849792,DA
1716271306599620736,DA
1716441799621652096,DA
1716803019254831616,DC
1717341818608187648,DZ
1717665659142919168,DA
1717969674107797760,DA
1719016198723069568,DC
1719532183209683200,DA
1719657969916399744,DC
1720314859394354944,DC
1720722404545914112,DC
1720987794869935744,DC
1721284113253562112,DA
1721703954897205504,DA
1722146680126114560,DB
1722236328978172928,DZH
1723508871953315200,DA
1724098901677145984,DA
1724344539445180672,DC
1724841037664857728,DC
1725431024437353216,DA
1725878976641072384,DA
1726678630833373824,DAP
1726985321562296064,DC
1728335491777262848,DA
1728388195320169088,DC
1728659637252670464,DC
1728862806385820160,DC
1729779631580923520,DA
1730206718833295872,DC
1731520703948128384,DA
1731752185504899200,DC
1732176768792860032,DA
1732988758129091200,DA
1733782571164433408,DC
1733833492297878656,DA
1734159875452345472,DA
1734682143474825472,DC
1735171735387308160,DA
1735873395604000512,DC
1737167215848315264,DA
1737175805783123584,DA
1737895053891363200,DC
1737897841326227072,DA
1738863620555712512,DC
1738915641198942080,DA
1739397914486670208,DA
1739921801713625600,DA
1741417790361772160,DA
1741515470802472576,DA
1742342784582615936,DAZ
1744001432233632256,DC
1744102076201595904,DC
1744181236744930432,DA
1745011677261492608,DAH
1746315083871530112,DC
1746315255670491904,DA
1747132467687929600,DA
1747832062024486912,DA
1748195175739733248,DC
1748816983925915776,DA
1748906078727268224,DC
1748922296525519872,DC
1749273010667814400,DC
1749670479827999104,DA
1750087538330587648,DC
1750460792464604672,DA
1750545141328217984,DA
1750703234778677760,DA
1751255327053413760,DA
1751777801234838144,DA
1752156823511885184,DA
1752188773770447872,DC
1752332878514388736,DC
1754029562393814400,DA
1754189163380230656,DC
1755876260892519552,DA
1755960820211364352,DC
1756261467922806784,DA
1758917617430481664,DZ
1759275710328070016,DA
1759659474245790720,DC
1760134536282476160,DC
1761248960039464832,DA
1762246625107355264,DA
1762899533150392704,DA
1762951588154154240,DA
1763010888766991104,DA
1764481588648685440,DZ
1765090584946772736,DA
1765881576187554432,DC
1766164322474245376,DA
1766702297192943488,DA
1767494804558717824,DA
1767494868982336000,DA
1767957488499891968,DZA
1768284249611936256,DC
1768730586908531712,DA
1769541820331697792,DA
1771018842404904832,DA
1771806225874104192,DC
1773233087024464768,DA
1773261292075461376,DC
1773336093224461312,DA
1773969996038337792,DC
1776027972567260416,DC
1777685348906833152,DC
1778836056545324160,DC
1779145878305570944,DA
1779661377461146752,DC
1780017206911516928,DA
1780464093964396672,DA
1781605382738862592,DA
1782874287875828864,DA
1782917757240791680,DB
1783463523029420544,DA
1783614400935169408,DA
1783621822638688768,DC
1783722183141085312,DA
1785113030990638080,DC
1785260090670874240,DC
1785651383665895040,DA
1785659488269249408,DA
1786103278648516352,DC
1786138222502901376,DA
1787668055493515776,DA
1787683723535019776,DA
1788479568090105728,DC
1788893259339772032,DC
1789361097242243584,DA
1789489018549184128,DA
1790303791024282880,DA
1791579709845969664,DA
1792136646843423744,DA
1792207664128299776,DA
1792343453814206336,DA
1792830060723673472,DQ
1792948357008256512,DA
1793120808535107072,DC
1793328410074430464,DA
1793946026371051648,DA
1794118516552814336,DA
1794409921493969792,DZ
1794423901612865024,DC
1795037875776233984,DA
1795467063268699264,DC
1795603162191997824,DC
1796837467073673728,DC
1797472370615364992,DA
1798237802506593792,DC
1798927947915336448,DC
1799336279047495424,DA
1799515812976881152,DA
1799761927489297152,DC
1799850987927155456,DC
1799905929149972352,DA
1800070958971784960,DC
1800298527816525824,DB
1801239297453428992,DA
1801239293158983168,DA
1801892849742096128,DA
1802936290587532928,DC
1804933033754317568,DA
1805630918696376704,DA
1805692491347460096,DA
1805823573752137472,DA
1807058703279721600,DA
1809328125325039744,DA
1809844934461976832,DQ
1810475401285228928,DB
1810971723407857920,DC
1811300412963816576,DC
1811430911250881920,DA
1812617486160829440,DA
1813910374392947456,DA
1814161853317518464,DC
1815425638854807552,DA
1815431209434186880,DC
1815519994990309888,DC
1815528000815020288,DA
1815614965310875520,DC
1816219280090651136,DA
1816521615734215040,DA
1816775220662243456,DC
1817158610922788352,DZ
1817336147686833280,DA
1817995506766892800,DC
1818464452778851584,DA
1821290610002536576,DA
1823691531079284096,DA
1824727374131799552,DA
1825710578044315776,DA
1827847856815920000,DC
1828958329192358912,DA
1829120747684237312,DA
1829120747684239104,DC
1829218020089584128,DC
1829497021177625472,DA
1829552958833316096,DA
1829718297906435712,DC
1830346428272075904,DA
1831139962120557568,DA
1831553382794173824,DA
1831618524556441216,DC
1831880242684334720,DC
1832115027081314304,DC
1833426263409692800,DC
1833457599490781696,DA
1835089648402321280,DC
1836557054060949120,DZ
1836757607542378880,DC
1837948790953103232,DA
1839493604790492032,DC
1840344180112932992,DA
1840441731705942144,DA
1840810854079992832,DA
1840810858375964544,DC
1840865211187303424,DA
1841254644460354688,DA
1842092197442489088,DA
1842241284349703040,DC
1842543963578582016,DA
1842670231320998016,DA
1843026679248455936,DC
1843669279369093888,DC
1844125748497557632,DA
1845248173770381312,DA
1845487489350432128,DC
1845549478618896000,DA
1845793359740128128,DA
1845901318041777920,DA
1845948807496711680,DA
1846405001739893376,DA
1846504232662991616,DA
1846859576781887104,DC
1847118992806013568,DA
1847190701579945856,DC
1847460116290325888,DA
1849591936191458048,DA
1849790294963100672,DC
1849988271479046400,DC
1850230919951509504,DA
1850231057390463488,DA
1850553523534520448,DA
1851946639127121152,DA
1852685236061370496,DA
1853121849551927040,DA
1853361577448421504,DA
1853559588326278144,DA
1856123481943041152,DC
1856158425794359552,DC
1856522497282307584,DC
1856608430990652672,DA
1857241028137065984,DC
1857362833406564608,DA
1858362740446862592,DA
1858487191419508736,DA
1858616246610127232,DA
1859068420763724800,DA
1860128002068759424,DA
1860318973495642240,DZ
1860750467386958464,DC
1860918379134755584,DA
1861557989975043456,DA
1862052942010171648,DA
1862923957060814848,DA
1862981376490203776,DA
1862991130349784320,DA
1863047617762316416,DC
1864046734537285120,DA
1864205575306773888,DA
1864482068120988288,DC
1864760695541016832,DQ
1865290003004700160,DA
1866179301755664640,DA
1866605263732785792,DC
1866608248724323712,DC
1866706728042603648,DA
1869359123746778112,DC
1870382945179006720,DA
1870629029611071104,DC
1871118140493076224,DAP
1871159333513237760,DC
1871168679371672960,DA
1871220493849872512,DC
1872045338033134976,DA
1872522281258366848,DC
1872737308797397504,DC
1873382515957370880,DC
1873653644358070400,DC
1874375473741569664,DA
1874951106733026048,DA
1874954641491354624,DA
1874954645786146304,DA
1875301369907249024,DC
1875613386395668864,DA
1875741857456294912,DC
1878189370339859328,DAH
1878953187324368000,DC
1879147564661258240,DA
1880428800652241664,DC
1880503434295761024,DA
1880527279954062848,DA
1880775524767800576,DA
1881611050526390400,DA
1881680014815507200,DA
1882264022993430656,DA
1882626964910248960,DA
1883032242321525248,DA
1884925429543282048,DA
1885744600065811840,DC
1885999441950827648,DC
1886463401496969216,DC
1886717045085837056,DC
1888086452459286144,DC
1888836972229230976,DC
1890126871163145728,DA
1890542971890672896,DA
1890612511706016128,DC
1891571049622412032,DA
1892968971280501376,DC
1892991957946311936,DA
1892992267183979776,DC
1893467702885517824,DC
1894563160062140416,DA
1894996161487458048,DA
1896214179850241408,DA
1896636873351587840,DA
1897310564741680512,DA
1897597369775277568,DA
1898416368496688000,DC
1898485156696053504,DA
1898875311527105152,DA
1899249656576165376,DC
1900382604528495744,DA
1900545847646195840,DA
1901132845117712256,DA
1901175799087508608,DA
1902873513759656576,DC
1903499891787841536,DC
1903614958258305536,DA
1904399047486667392,DC
1904585689586580736,DA
1905896788482094464,DA
1907041590544054656,DC
1907280871760563840,DA
1908339976336915584,DA
1908476521936298496,DC
1908964185404897152,DA
1909045549271308928,DA
1911737707783452800,DC
1911871087990571008,DA
1912118310604657408,DA
1912840827184715136,DC
1913048360003157504,DC
1913174219724912128,DA
1913347255367418112,DA
1913624259281802752,DA
1913681605684338816,DA
1913909415047061888,DA
1914595677804443648,DC
1914644846590660992,DA
1915872455617779200,DC
1916348505498517632,DC
1917780688112214656,DA
1918211353072814976,DC
1919204250728753792,DC
1919266093961824128,DC
1921293254101835776,DA
1921344205298938112,DC
1921351390779081600,DQ
1921895580314300928,DA
1922658911967230848,DC
1922778419431649280,DC
1922888645474386816,DA
1922994640971085184,DC
1923682286712356992,DA
1923900707270978816,DC
1924602092616347520,DC
1924820242590988544,DA
1925701917774697344,DA
1926071353679664256,DA
1926551835968664064,DC
1927232261863579392,DA
1928174375826595072,DC
1928249928593793536,DC
1929002200706278144,DC
1929287700069881856,DC
1929718949146744960,DA
1929838143078434432,DC
1930213488860610176,DA
1930609656643838080,DA
1931838292168404480,DA
1931870929622075008,DC
1932071831012001408,DC
1932462088922054784,DC
1932475562233361536,DC
1932612039116771456,DQ
1933377501071054336,DA
1933567411640465664,DA
1934044870275074944,DC
1934078645891753984,DA
1934167775054199168,DC
1936168787435552256,DA
1936315366080098432,DC
1936932050365498368,DC
1937044754601156736,DA
1937827194563435648,DC
1937913952907165824,DC
1939308236730745472,DA
1939540641702688256,DC
1939842461947276800,DC
1941309240516059648,DA
1941569519830964992,DA
1941596457866467328,DA
1942951949545191168,DA
1943808361726077568,DC
1944042802521121024,DA
1944075616071276800,DA
1945727009516316800,DA
1946436164457255040,DA
1946495125767488896,DC
1946586827609023488,DC
1946619817256546048,DC
1947061786576071552,DC
1947201458904888448,DC
1947339722495740800,DC
1948168857341565824,DA
1949881037465072128,DA
1950617847697475584,DA
1950918014363291136,DC
1950953026942923264,DC
1951334694916423424,DA
1951870157081161216,DA
1951928053238053760,DA
1952317894531369344,DA
1953356593720011904,DA
1955134710179436672,DC
1955426145180853888,DC
1955871589129513600,DA
1956044964068775552,DA
1956112657053495296,DA
1956199342374321280,DA
1956838712685820544,DZ
1956946052506753280,DC
1957931313707446016,DC
1958202240244615552,DC
1958785020063453312,DA
1958811919439934592,DC
1959002792086235648,DA
1959267323413510016,DC
1959573541696236032,DZ
1959934108494977664,DC
1960865429207294976,DA
1962909391262872832,DA
1963078922211755520,DA
1964204268062834176,DC
1964704378347597696,DC
1965523617599014528,DC
1966957616984408320,DA
1968629737951005184,DA
1968901145520461568,DA
1970054533224387072,DC
1970563465364835200,DC
1970591296745748608,DC
1971471769354856064,DC
1971656590373082240,DC
1972435864945737600,DC
1972824404864074624,DA
1972829799343330432,DC
1973393612591331584,DC
1973736007376318080,DC
1974273290604904960,DA
1975104521407118464,DA
1977417206686680704,DA
1977625873372742016,DA
1977776953135753856,DA
1977866146716734976,DC
1977906588137089024,DC
1977923153820186496,DC
1978452499953970816,DA
1980205739970324224,DA
1981038547000277376,DC
1982007942588993408,DC
1982604595152811008,DA
1983737779323451392,DA
1983888240617618688,DA
1985004764611311744,DA
1987232783192401152,DA
1987485327270965120,DC
1987576380575220352,DA
1988466675756104320,DA
1989069757881920896,DC
1989202077238633984,DC
1989676413423470208,DC
1990917147871880576,DC
1991357777161163904,DBA
1992264668090914048,DA
1993289138054372480,DA
1993426577008368640,DC
1993740586359297536,DC
1995097319287822080,DA
1995565191542364672,DA
1995699675562032768,DA
1996725077535283200,DA
1996831828951826176,DA
1997383581913649152,DA
1997383581920045312,DA
1997463567092056576,DA
1997587472607921920,DA
1998258067318883840,DC
1998740551069600128,DA
1999127510441929600,DA
1999250788878655360,DA
1999411936053433856,DC
1999564768169857792,DC
1999615350008375552,DA
1999645582272956928,DA
1999731829519199488,DC
2001719162419074560,DC
2001750532874922624,DA
2002029976320890880,DA
2002232359484482304,DC
2003212642819889792,DB
2003629044184090112,DC
2003671998163370624,DA
2005542336164195072,DC
2005884249925303168,DA
2006217676803960960,DC
2006489634151514112,DA
2006581752607768320,DA
2006838518626631936,DC
2008118457547873664,DA
2008612722377512704,DA
2008713117235773056,DC
2008891341190275072,DC
2010066242392545792,DA
2010655404533609216,DC
2010838610644440960,DC
2011052195072984064,DA
2011082015032466816,DA
2011596556414728448,DA
2011999248245437696,DZ
2012017355828594944,DC
2012467915077073024,DC
2013173840208556928,DA
2013920099367861376,DA
2014467548772932864,DC
2014749990114568320,DC
2015503116924956800,DA
2015603344284544768,DA
2015698348961991552,DC
2016432238612460800,DC
2017135002642810112,DA
2017484922214792576,DQ
2017484922210746368,DC
2017852021667716096,DA
2018658371718619136,DA
2018851134160653312,DC
2022852424445430272,DC
2022913245494864512,DC
2024953458081744768,DA
2024985481361040384,DA
2025071788687899776,DC
2025288740372216832,DA
2025389380082340992,DA
2025923257341815040,DC
2025925834322264448,DC
2026198517543343104,DC
2026653131220381824,DA
2028221309716601728,DA
2029085143545889152,DC
2029727395774517760,DA
2031540563523117440,DC
2031896667845331968,DA
2031915703142397824,DA
2032617603847151872,DC
2032752465815833216,DC
2033183783614075904,DA
2033392347253180032,DA
2033923681904445696,DC
2034032537895445888,DA
2035121947728137472,DC
2035572816220834304,DC
2036011173452836736,DQ
2036372607851212416,DA
2036821346018027520,DC
2036825366115636608,DC
2036945831349901824,DA
2037364775346293632,DC
2037426558458833408,DC
2037580073461261824,DC
2038149242528926976,DA
2039140284770609152,DA
2039894717236055552,DC
2042089793425728640,DA
2043581693265524224,DA
2043899619620928000,DC
2044077740503878016,DC
2044464528082190848,DC
2045444369069839744,DA
2046623492174944640,DC
2047102054631445504,DQpec
2047183177953399296,DC
2047412323075526912,DA
2048525333765719552,DA
2049009329344931200,DB
2049119894677182720,DC
2049244315589992320,DA
2050304309211786624,DA
2050559228405914112,DC
2051666913362497152,DC
2052141215187527168,DC
2052569921645067008,DC
2052891361294411520,DC
2053300787637255808,DC
2053300791934158848,DC
2053730078209836160,DC
2053953008490747392,DBP
2054530904925792128,DA
2055059112897283712,DA
2055661546498684416,DA
2055988582479610240,DC
2056440344314369280,DA
2056538475727676032,DA
2056741369979569920,DA
2056895194225684864,DC
2056895194225688064,DA
2057900976783419392,DC
2058752028852188544,DC
2059410159588282368,DA
2061143402221769600,DA
2061597358785813632,DA
2062274967182465280,DC
2062283217823775488,DA
2062505246148532736,DA
2063293355469201152,DA
2063435712171048704,DA
2063705294371650432,DA
2063993125898602368,DA
2064272612307218176,DA
2064284054100290048,DC
2064689567732385792,DA
2064838031864808832,DC
2065469014110116096,DC
2065903359853755392,DA
2066035777984385792,DA
2066035777984385664,DA
2066251179185657856,DC
2066605054431733376,DA
2066641888071862528,DA
2067245446933399936,DZ
2067343097310013056,DC
2067643641942911104,DC
2068709755916919552,DA
2068781881295958400,DA
2069588300054515200,DA
2069653789716271744,DC
2070471414051947648,DA
2071479666213524864,DA
2071928683609468544,DA
2073342896059014528,DC
2073431131871795840,DC
2073513900164574464,DA
2073772770741915264,DC
2074576303279603840,DA
2074781881886376704,DC
2076379261824157312,DC
2077260657835540992,DA
2077541308179288064,DC
2077905319548753664,DA
2078361921807528192,DA
2078430778727685632,DA
2079763318097618688,DC
2080224498805082752,DC
2080526555267049984,DA
2080526555267050496,DA
2081919357320623360,DA
2082071948917039232,DC
2082254987541672960,DC
2083157338697715968,DA
2083300584444566016,DA
2083661675243196544,DA
2084005719302831744,DA
2084012140267104000,DC
2084166484213572480,DZ
2085482947528338560,DC
2085701196285130880,DA
2085841865055766016,DA
2086392484165035136,DA
2086650835030159360,DA
2087094483674311168,DA
2087441139075727104,DC
2087569060381096960,DC
2088154138005729920,DC
2088318003901474816,DA
2089317494328037632,DA
2089438612404825344,DA
2090401367973871360,DA
2090789225002514048,DA
2092086476924423808,DC
2092134443120038528,DA
2092686565454710784,DC
2093759864900246912,DA
2094939396059610752,DC
2095961155897487872,DC
2096956862458096512,DC
2098286588629682688,DC
2098318989863211648,DA
2099533361800789632,DC
2100304020669107328,DA
2101125321493473024,DC
2101723593257744000,DC
2102267542280397696,DA
2102646010498643840,DA
2102767575257923328,DC
2102837879576664832,DA
2102849596247412480,DA
2102982323616952448,DC
2103614787618232192,DA
2103645230346699776,DC
2104281362244021248,DC
2104936911694031744,DC
2105282811180589824,DC
2105622049171769728,DA
2105708253460745472,DA
2105736948138593280,DC
2105952207603076992,DC
2106132596228948480,DA
2109069121205948288,DC
2109216657624684544,DC
2109852523240471936,DBA
2111294734600515072,DA
2112453276259723392,DC
2112599270788540160,DC
2112829347892877952,DC
2112829549755033472,DC
2113961462615081472,DA
2114136972159561344,DA
2114811453822316160,DA
2114985726416563072,DA
2115952197141317888,DA
2116033427854816640,DA
2116551740212362624,DA
2117089573196362112,DC
2117116481169240064,DZ
2111818759265059328,DC
2118463275535776000,DC
2118649750133781376,DA
2119397585542687616,DC
2122277142072164992,DC
2123165921128114176,DA
2123400563781032320,DA
2123432247756223488,DC
2124102498876347008,DC
2127093140445053696,DA
2127151517639516288,DA
2127165051077115520,DC
2127437523802555520,DA
2127566548919332608,DA
2127591833389528064,DA
2128492917526903168,DC
2129629881269087872,DC
2129645759761898240,DC
2130790729324194688,DC
2130858005696131840,DA
2130896518664155648,DA
2131985103893866752,DC
2132179309433076480,DA
2132684535027576448,DA
2132754628889037696,DA
2132775584035117056,DA
2132775588334185856,DC
2133275140273211264,DC
2133428006746986112,DC
2133615920155907840,DC
2133762704959607296,DC
2134052976028581632,DC
2134813670577242752,DA
2134968663059016832,DA
2135115860176052480,DC
2136628925613222272,DA
2138132890021530624,DA
2139525215338375680,DA
2139788784594215808,DC
2140241890760529408,DA
2140481412496465152,DA
2140948666282484864,DC
2141096005137059200,DA
2141466403116486912,DA
2141951386526061440,DC
2142031101120559360,DC
2142145179748734976,DA
2142145385907166208,DA
2142307563871222912,DA
2142743692027741952,DA
2143508844747839232,DA
2143759842636198784,DC
2144465183642117888,DA
2144546753659514752,DC
2145337126425842816,DC
2146225463100794496,DC
2146576589564898688,DA
2146645790077864704,DC
2147153176036538112,DA
2148495031195001728,DA
2148927272408206464,DC
2149076771629601408,DA
2149253075743572224,DA
2149331587745863680,DC
2150487651207123968,DC
2150504594853811456,DC
2150591795574568192,DC
2150591799870095872,DC
2151763565732006528,DA
2153516874460962304,DZ
2154593644238192640,DA
2154898273381596672,DA
2155352131166620160,DC
2155960371551164416,DA
2156469995191226112,DA
2158083013107793792,DA
2158107129347694592,DC
2158285185808357504,DA
2158379086677589376,DA
2158542467232812416,DC
2159171323461157120,DA
2159750078893222400,DC
2160181598552871040,DC
2160210705546460032,DA
2161573442833511040,DC
2162041628635165824,DZ
2163226700308494080,DA
2164822160409018496,DA
2166111956258599680,DA
2166128101033436032,DC
2166332030390763264,DA
2167884742657252352,DC
2167884948815689472,DC
2169025009235266816,DA
2169971345155578752,DC
2170084663561643776,DC
2170187399180847872,DC
2170736910178390272,DC
2171020279236053376,DA
2171179669768878080,DA
2171653185630468224,DC
