gaiaedr3,spectype
,
,DA
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,sdB
,
,
,
,
,DA
,DA
,
,
,
,
,CND
,
,CND
,
,
,sdB+MS
,sdB
,
,
,
,
,CND
,sdBV+G
,CND
,CND
,DA
,DA
,DA
,He-sdO
,DA
,DA
,
,sdB
,CND
,CND
,DA+dM:
,sdB+G
,DA
,DA
,
,CND
,DA
,CND
,
,
,
,
,
,CND
,
,
,
,
,DA
,DA
,sdB
,CND
,sdB+F
,He-sdO
,CND
,sdB
,DA
,
,sdB
,sdOB
,sdB
,sdB
,sdB
,DC
,sdB
,sdB
,He-sdO
,DB
,
,sdB
,
,He-sdO
,sdB
,sdB
,sdB
,He-sdO
,sdOB
,sdB
,sdB
,sdB
,sdB
,sdB
,
,sdB
,DC
,DA
,DA
,DC
,DC
,DA
,DC
,DA
,DC
,DA
,DA
,DC
,DA
,DC
,DA
,DZ
,DA
,DA+M
,DA
,DC
,DA
,DA
,sdA
,DA
,DA
,DC
,DA
,DA
,DAZ
,DA
,DA
,DA
,D
,D
,DA
,DA
,D
,DC
,DA
,DA
,DAZ
,DA
,D
,DA
,DA
,DA
,DA
,D
,DZ
,DA
,DA
,DA
,DA
,DC
,DA
,DC
,DC
,DA:
,DA
,DA
,DA
,DA
,D
,DC
,sdOB
,DA
,DZ
,D
,DA
,DC
,DA
,DA
,DA
,DA
,DA
,DC
,DA
,DA
,DA
,DC
,DA
,D
,DA
,DC
,DA
,DA
,DA
,DZH
,DC
,DA
,DZ
,DC
,DC
,DA
,DC
,DC
,DZ
,DA
,DA
,DA
,DA
,DA
,DC
,DA
,DA
,DA
,DA
,DC
,DC
,DA
,DC
,DA
,D
,DA
,DC
,DC
,DC
,DA
,DA
,D
,DA
,DC
,DA
,D
,DA
,DA
,DZ
,DQpec
,DA
,D
,DA
,D
,DA+MS
,DA
,DC
,DA+MS
,DC
,DA
,DA
,DC
,DA
,DZ
,DA
,DA
,DC
,DA
,DA
,DC
,DC
,DC
,DC
,DA
,DC
,DC
,DA
,DA
,D
,DA
,DA
,DC
,DA
,DA
,DA
,DA
,DA
,DA
,D
,DA
,
,D
,DC
,DC
,DA
,D
,DC
,DA
,DA
,sdA
,DA
,DA
,D
,DZ
,DA
,DA
,DA
,DA
,DA
,DC
,DA
,DA+?
,DA
,DC
,DA
,DA
,DA
,DA
,DA
,DA
,CV
,DA
,DZ
,DA
,DA
,DC
,DA
,sdB
,DZ
,DA
,DA
,DA
,DA
,DC
,DC
,DA
,DA
,D
,DA
,DA
,DZ
,DA
,DA
,DA
,DA
,DA
,DC
,DC
,DA
,DA
,DZ
,D
,DC
,DA
,DA
,DA
,DA
,DA
,DC
,D
,DZ
,DA
,DA
,DC
,DA
,D
,DA
,DA
,DA
,sdA
,DA
,DA
,DA
,DA
,DC
,DA
,DC
,DA
,DA
,DA
,DA+MS
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DC
,DA
,D
,DA
,DA
,DC
,DC
,DC
,DA
,DZ
,DC+?
,D
,DC
,DC
,DA
,DA
,DA
,DA
,DC
,DA
,DA
,DZ
,DC
,DA
,DA
,DC
,DA
,DZ:
,DZ
,DA
,DA
,DA
,DZH
,DC
,D
,DC
,DA
,DA:
,DA
,DAZ
,DA
,DA
,DA
,DA
,DA
,DQpec
,D
,DA
,DC+MS
,DA
,DA
,DA:
,DA
,DC
,sdB:
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DC
,D
,DC
,DC
,DC
,DA
,sdO
,sdO
,sdO+G
,DA
,DOA
,sdB+WD
,sdB+KOIII/IV
,sdB
,sdB
,DA?
,sdOB
,sdOB+dM
,He-sdOB
,sdO+F?
,sdB
,sdB
,sdO
,D
,DA
,DA
,sdB
,DA
,DA
,DA
,DA
,sdB
,sdB
,sdB
,He-sdO
,sdB
,sdB
,sdB+MS
,sdB
,sdB
,sdB
,sdB
,sdB+WD
,sdB+MS
,sdOB+WD
,He-sdO
,He-sdO
,sdB+MS
,sdB
,sdB+MS?
,He-sdOB
,sdB+WD
,sdO
,sdB+MS
,sdB+MS
,sdB+MS
,sdB
,sdB+MS
,He-sdO
,sdB+MS
,sdB
,sdB+MS?
,He-sdO
,sdB
,He-sdO
,sdOB+K
,sdOB
,sdB+MS
,sdB+MS
,sdB
,sdB
,sdB
,sdB
,sdB+MS
,sdB+MS
,He-sdO
,sdB
,He-sdO
,sdB
,sdB
,sdB
,sdO
,He-sdO
,sdB+WD
,sdB+MS
,He-sdO
,sdB+MS
,sdB
,sdB
,sdB
,sdB+MS
,sdB
,sdB
,sdB
,sdB
,sdB
,sdB+dM
,sdO
,He-sdO
,sdB
,sdB
,sdB
,sdOB
,sdB
,sdB
,sdB+MS
,sdB
,He-sdO
,sdB
,sdB
,sdB+K
,He-sdOB
,sdB
,sdOB
,sdB
,sdB
,sdB+F
,sdB
,DA+M
,sdB
,sdB
,sdB+F
,sdB
,sdB
,sdOB
,sdB
,sdB
,sdB+F
,sdB
,sdB+F
,sdB+F
,sdB
,sdB
,sdBV
,sdB
,sdB+F3
,sdO+F
,sdOB
,sdO
,sdB+G
,sdB
,sdB
,sdB
,sdB+F
,sdO
,sdOB
,He-sdO
,sdO
,sdB
,sdB
,sdB+dM
,sdB
,sdB
,He-sdB
,He-sdO
,sdO
,He-sdO
,DA
,sdB
,sdB
,He-sdO
,He-sdOB
,sdB
,sdB+F/G
,sdBV
,sd
,sdB+F/G
,sdBV+dM
,sdB+F/G
,sdBV
,sdB
,sdBV+dM
,DA
,DA
,sdBV
,sdB
,sdB
,DA
,DAZ
,sdOB
,DA
,DA
,sdB+WD
,sdOB
,sdB
,sdBV
,sdB
,DA
,DA
,sdB
,sdB
,sdOB
,He-sdOB
,sdOB
,sdB
,sdO+F/G
,He-sdOB
,DA
,DA
,sdB+WD
,sdB
,sdB
,sdB
,He-sdOB
,sdB
,sdB
,He-sdO
,sdO
,sdBV+WD
,sdB
,sdB
,sdO
,sdB
,sdO
,sdB
,sdB
,sdO
,sdO
,sdOB+WD
,DO
,sdB
,sdO
,sdB
,sdB
,sdB
,sdB+WD
,sdB
,sdB
,sdO
,sdB
,sdO
,sdB
,sdB
,sdB
,sdO
,sdO
,sdO
,sdB
,sdB
,sdOB
,sdB
,sdOB
,sdB
,sdB
,sdB
,sdB
,sdB
,sdB+dM
,sdO
,sdB
,sdB
,sdB
,sdO
,sdBV+dM
,He-sdOB
,sdB
,sdB
,sdB
,sdOB
,sdB
,sdB
,sdB
,sdB
,sdB
,sdB
,sdB
,He-sdO
,sdB
,sdB
,sdB
,sdO
,sdB
,sdB
,sdB
,sdB
,sdB
,sdOB
,sdB
,sdB
,sdB
,sdB
,sdB
,DAH?
,sdB
,sdB
,sd
,sdOB
,sdB
,sdO
,sdB
,sdB
,sdBV
,sdBV+dM
,DA
,DA+G?
,DA+G?
,DA?
,DA
,DA?
,DA+M
,DA
,DA+M?
,DA?
,DAZ?
,DA?
,DA?
,DA+M?
,DA?
,DA
,DA?
,DA?
,DA5
,DA?
,DA?
,DA+M
,DA5
,DA?
,DA
,DA+M
,sdB
,DA?
,DA+M
,DA?
,DA?
,DA
,DA+M?
,DA?
,DA+M
,DA
,DA?
,DA
,DAZ?
,sdOB
,DA5
,DA+M
,DA+M?
,DA+M?
,DA?
,DAZ?
,DA+M
,DA+M
,DA5
,DA
,DA+M?
,DA+M
,DA5
,sdB
,DA+MS?
,DA?
,DA?
,DC
,DA5
,DAZ?
,DA7
,sdB
,DA?
,dwarf_nova?
,DA+M
,DA
,sdOB
,sdB
,DA?
,DA+M
,DA
,DA?
,DA
,DA?
,DA?
,DA5
,DA1
,DA?
,DA?
,sdB
,DAZ?
,DA?
,DA?
,DA?
,sdOB
,DA?
,DA?
,sdB+MS
,DA?
,DA
,DA?
,DA?
,DA
,DA+M?
,DA
,DAZ
,DA?
,DA+M
,DA5
,DA
,DA?
,DA
,sdOB
,DA
,DA+M?
,DA?
,sdB
,DA
,DA+M
,DAZ?
,DAZ?
,DA?
,DA+M
,DA+M?
,DA?
,DA?
,DA
,DA
,DA+M?
,DA+M
,DA?
,DAZ?
,DA+M?
,DA
,DA+M?
,sdB
,DA+M?
,DA+M?
,DA?
,DA?
,sdB
,DA5
,DA?
,DA?
,sdB
,DA+M
,DA
,DA+M?
,DA
,DA+M
,DA
,DA
,DA
,DA
,DA+M
,DAZ?
,DA
,DA
,DA2
,DA+M
,DA+MS?
,DA+M
,DA?
,DA
,DA
,DA?
,DA+M?
,DA?
,DA
,DA1
,DA+MS?
,DA
,sdOB
,DA?
,sdB
,DA+M
,DA+M
,DA
,DA
,DA+M
,DA+M?
,DA
,DA
,DC?
,DA
,DA?
,DAZ
,DA_in_nebula
,DA?
,DA+M?
,DA
,DA?
,DA?
,DA?
,DA+M
,DA+M
,DA
,DA?
,DA?
,DA_in_nebula
,DA
,DA
,DA
,DA
,DA+M?
,sdB
,DA+M?
,DA
,DA
,DA
,D+M
,DA
,DA?
,sdB
,DA+MS
,DA+M
,DA?
,DA
,DA+M?
,DA?
,DA?
,DA?
,DA?
,DA?
,DA?
,DA?
,DA2-3
,DA7
,DA
,DA
,DAZ?
,DA?
,DA?
,DA
,DA?
,DA?
,DA?
,
,DA?
,DA
,He-sdOB
,DA
,DA+M?
,DA;DAZ?
,DA?
,DA?
,DA?
,DA
,DA?
,DA+MS?
,DA?
,DABZ?
,DA?
,DAZ?
,DA+M?
,DA?
,DA?
,DA?
,DAZ?
,DA+MS?
,DAZ?
,DA?
,DA?
,DA?
,DA?
,DA?
,DA+M
,DA?
,DA+M
,sdOB
,DA
,DA?
,DA?
,DA?
,DA?
,DA?
,DA+M
,DA+M
,DAZ?
,DA_in_nebula?
,DA
,DA
,DA
,DA+M?
,DA+M
,DA
,DA+M
,DAZ?
,DA
,DA+M
,DA_in_nebula?
,DA
,DA
,DA+M?
,DA2
,DA
,DAZ?
,DA
,DA?
,DA2
,DAZ?
,DA?
,DA?
,DA+M?
,DA
,DA;DAZ?
,DA
,DA?
,DA
,DA
,DA?
,
,DA?
,DA?
,DA3
,sdOB
,DA
,DA
,DA?
,DA+M?
,DA?
,DA
,DA+M?
,DAZ?
,DA
,DAZ
,DA+M
,DA5
,DA
,DAZ?
,DA
,DA+MS?
,DA+M?
,DA
,DA+M
,DA?
,DA+M
,DA+M?
,DA+M
,DA+M?
,DA?
,DA?
,DA+M?
,DA+M
,DA+M
,DAZ?
,DA+M?
,DA
,DA?
,DA?
,DA?
,sdB
,DA
,DA+M?
,DA+M
,DA?
,DA+M
,DA+M
,DA+MS?
,DA
,DA
,DA?
,DA+M
,DA?
,DC?
,DA+M?
,DA?
,DAZ?
,DA?
,DA+M?
,DA?
,DA?
,DA?
,DA?
,DA?
,DA?
,DA
,DA?
,DC?
,DA?
,DA?
,sdB+MS
,DA?
,DA?
,DA
,DA+M
,DA?
,DA+M
,DA+M?
,DA+M?
,DA+M?
,DA?
,DA+M
,DA+M
,DA
,DA?
,DAZ?
,DA+M
,DA?
,DA+M
,DA+M
,DA+M
,DA?
,DA+M
,DA+M
,D+M
,DA+M
,DA+M
,DA
,DA?
,DAZ?
,DA+M
,DA+M?
,sdB?
,DA+M
,subdwarf?
,DA+M
,MagneticWD?
,DAZ?
,DA+M
,MagneticWD?
,DA?
,DA?
,DA?
,DA+M
,DBA
,sdB
,DA+M
,DA
,D+M2
,DA?
,DA?
,He-sdB
,DA+M?
,DA?
,DA?
,DA
,DA
,DA?
,DBA
,DA+M?
,DA
,DA?
,DA+M?
,DAO
,DA
,DA+M
,DA
,DC?
,DA?
,DA?
,DA+MS
,DAO
,DA
,DA
,DAe
,DA?
,DA+M?
,DA
,DA?
,DA
,MagneticWD?
,DA?
,DA
,DA?
,DA?
,DA?
,DA_in_nebula?
,DA+M?
,DA+M
,DA
,DA
,DA?
,DA?
,DA
,DA?
,DA_in_nebula?
,DAZ?
,DA+M?
,DA_in_nebula?
,DA+M?
,DA+M?
,DAZ?
,sdB
,DA
,He-sdB
,DC?
,DA?
,DA_in_nebula?
,DA+M
,DC?
,sdB
,DC?
,DA?
,DA+M
,DA+M
,DA+M?
,DA+M?
,DA+M?
,DA+M
,DA+M
,DA+M?
,sdB
,DA?
,DA+M
,DA3
,DA
,DA
,DA
,DA
,DA
,DA?
,sdB
,He-sdO
,sdO
,He-sdO
,He-sdO
,sdB
,sdB
,sdO
,sd
,He-sdO
,sdB
,sdOB
,sdB
,sdOB
,sdB+MS
,sdB
,sdB
,sdB
,sdB
,sdO
,sdO
,sdOB
,DA
,sdB
,DB
,DA
,DA
,DA
,DA
,DA
,DB
,He-sdO
,sdB
,sdB
,sdB
,sdB
,sdOB
,DA
,DA+M?
,DA+M?
,DQ
,DC
,DQ
,DA
,DB?
,DC:
,DC
,sdO
,He-sdO
,sdO
,sdO
,sdOB
,sdB
,He-sdO
,sdO
,sdO
,He-sdO
,sdO
,DA+M?
,DA
,DA
,He-sdOB
,DA3.0
,DA3.5
,sdB+dM
,sdB
,sdB
,sdB+F/G
,sdB
,sdB+F/G
,DA+dM
,sdB+F/G
,sdO
,sdB
,sdB+F
,sdB+F/G
,sdO
,sdB+F/G
,sdO
,[WO2]
,DAZ:
,sdO
,DA2.6
,DA
,A1V
,DA2.9
,DA3.1
,DA?
,sdB+dM
,sdB
,DA+M
,He-sdOB
,He-sdOB
,sdB
,DA+M
,DA
,sdO
,sdOB
,sdB
,sdB
,sdB+MS
,sdB
,sdO
,sdB
,sdB
,DA+M
,sdO
,DA+M
,sdB+F6V
,He-sdOB
,sdB
,sdB+F
,sdB
,sdB+MS
,He-sdOB
,sdB+WD
,DA
,DA
,sdB
,DQ
,sdB
,DA+M?
,sdB
,sdB
,sdB+MS
,sdB
,sdOB
,sdB
,sdB
,sdB
,sdB
,sdB
,sdO
,sdB
,sdOB
,sdB
,sdO
,sdBV
,sd
,sd
,sd
,sdOB
,sdB+K
,sdB+G0V
,He-sdO
,sd
,sdB
,sdB
,sdOB
,DA1
,sdB
,sdB
,sdOB
,sd
,sdB
,sdB
,sdB+G1V
,sdB
,sdB
,sdB
,sd
,He-sdO
,sdB
,He-sdO
,sdB
,sd
,sdB
,sdB
,sdB
,sdB
,sdB
,sdB
,CV
,sdB
,sdB
,He-sdO
,He-sdO
,sdB
,sdB+K1
,sdB+WD
,DA3
,DA
,sdB+MS
,sdB
,sdB
,sdB
,sdB
,sdB+MS
,He-sdO
,sdB
,sdOB
,sdB
,He-sdOB
,sdB
,sdB+MS
,sdB
,sdOB
,He-sdO
,sdOB
,sdB+WD
,sdB
,sdOB
,sdOB
,sdB+K5
,sdB
,sd
,sdOB
,sdBV+F9
,sdOB
,He-sdO
,sdB
,sdO
,sdB+K
,DA+M
,sdB
,sd
,sdB
,sd
,sdB+MS/WD?
,He-sdO
,sdOB+G2V
,sdO
,sdB
,sdB+K
,sdO
,sdB
,sdOB
,sd
,sdOB
,sd
,sdB
,sd
,sdOB+MS
,sdB
,sdO
,sdB
,sdB
,sdO
,sdB
,sdB
,sdOB
,sdB
,sdB
,sdB
,He-sdO
,sdB
,sdB+MS
,sdOB
,sdB
,sd
,sdO
,sdB+MS
,sdB/OB
,sdB+G8
,sdOB
,sdB+F2
,sdOB+MS
,sd
,He-sdO
,He-sdO
,sdO
,sdOB+MS
,DA
,sd
,sdB
,sdOB
,sdB
,sdB
,sdB+MS
,sdO+dMe
,He-sdO
,sdB
,sdOB
,sdB
,sdB
,sd
,He-sdO
,sdB
,sdOB
,sdOB
,sdB
,sdB
,He-sdOB
,sdO
,He-sdB
,sdOB+MS
,sdBV+G5
,DAO+M
,sdB
,sdB+K3
,sdB+WD
,sdB
,He-sdO
,sdB/OB
,He-sdO
,sdO
,sdB
,sdOB
,sdB+dM
,sdO+WD
,sdO
,He-sdO
,sd
,sdB
,sdO
,sdB
,sdO
,sdB
,sdB+G5V
,sdB
,sdB
,sdB
,sdOB
,sdOB
,sdOB
,sd
,sd
,sdB
,sdB
,He-sdO
,sdB+K
,sdB
,sdB
,sdB+MS
,sdB+MS
,sdB
,sdB
,He-sdO
,sdB
,sd
,sdB+G0V
,sdB
,sdB
,sdO
,sdB+WD?
,sdB
,He-sdO
,sdB+WD
,sdB
,sdB
,sdOB
,He-sdO
,He-sdOB+MS
,sdB
,sd
,He-sdO
,sdO
,sdB
,sdB
,He-sdO
,sdB+K3
,sdB
,sdOB
,sdB
,sdB
,sdB
,sdOB
,He-sdO
,sdB+WD
,sdO+G0V
,He-sdO
,sdB+K3
,sdOB
,sdB
,sdBV
,sdB
,sd
,He-sdB
,He-sdO
,sdOB
,sdB
,sdB
,sdOB+WD
,He-sdO
,sdB+MS
,sdB
,sd
,sdBV+F3
,sdB
,sdOB
,sdB
,sdOB
,He-sdO
,sdBV+WD
,sdB
,sdB
,sdOB
,sdOB
,sdB
,sdB
,sdB
,sdOB
,sdB
,sdB
,sdB
,sdB
,sdB
,He-sdO
,He-sdO
,sdOB
,He-sdO
,sdB
,sdB
,sdB
,sdB
,sd
,sdB
,He-sdOB
,sdB
,sdOB
,sd
,sdB
,He-sdO
,sdOB
,sdB+K
,sdB
,sd
,sdB
,sdB
,sdB
,sd
,sdB
,He-sdO
,sdB
,sdB+G8V
,sdB
,sdB
,sdB
,He-sdO
,sdB+MS
,sdOB
,sd
,sdB
,He-sdO
,sdB
,sdB
,sdB
,sdB
,sdB+G4V
,sdB+WD
,sdOB
,sdB
,sdB+MS
,sdB
,sdB
,sdB+F
,sdB
,sdOB
,sd
,He-sdOB
,sd
,sdOB
,sdB
,sdB
,sdB+K
,sdBV
,sdB
,He-sdO
,sd
,sdO
,He-sdO
,sdB
,sdB
,sdB
,sdOB
,sdB+K
,sdOB
,sdB
,sdO
,sdB
,sdB
,sdB/OB
,He-sdO
,sdB
,sdB+WD
,sdB
,sdB
,He-sdO
,sd
,sdOB+WD
,sdB+MS
,sdB
,sdB
,He-sdOB
,sd
,sdB
,sdB
,sd
,sdB
,sdB
,sdB
,He-sdO
,He-sdO
,sdB
,sd
,sdB+WD
,sdB+G7V
,sdO
,sdB
,sdB
,sdB
,sdB
,sdB
,He-sdO
,He-sdO
,sdB
,sdB
,sdOB
,He-sdO
,sdOB
,sdB
,sdB+F
,DBA
,sdB
,He-sdOB
,DA
,DA
,sdB+WD
,sdB
,sdB
,sdOB
,sdB
,sdO
,sdO
,sdB
,sdB+F
,sdB
,sdB
,sdB
,sdB+MS
,sdB+MS
,sdO
,sdB
,sdB
,DAwk
,sdB
,DA+M
,sd
,sdB+F/G
,sdO
,sdB+MS
,DB
,DA
,sdO
,D+dM?
,DC
,DC
,
,sdB+MS
,He-sdO
,sdBV
,DAP
,sdB
,sdO
,sdOB+MS
,DA+M
,DC?
,DA
,sd
,sdB+F/G
,He-sdO
,sdO+F/G
,sdB
,sdO
,DAZ
,sdB
,sdB
,sdB
,DA
,sdB
,sdB
,DG
,sdB
,sdB
,DA
,DBA
,DA
,DA
,DA
,sdB
,sdB
,sdB
,sdB
,sdB
,sdB
,DA
,DA
,DA
,sdOB
,sdB
,sdB
,sdB
,sdB
,sdOB
,sdB
,sdB
,sdB
,sdB
,DA
,DA
,DA
,D+?
,DA
,DA
,DA
,DA
,DZ
,DA:
,DA
,sdB
,DA
,DA
,DA:
,DZ
,DA
,DA
,DA
,DZ
,DA
,DA
,DA
,DAH:
,DA
,DA:
,DA
,DC
,DA
,DA
,DA
,DC
,DA
,sdOB
,DA
,DA
,DA:
,D
,DA:
,DA:
,DA
,DA:
,DA:
,DA
,DC
,DA
,DA:
,DA:
,D+?
,DA
,DZ
,DA
,DA
,sdA
,DA
,DA
,DZ
,DA
,DC:
,DA
,DA
,DA:
,DC:
,DA:
,DA
,DA:
,DA
,DA
,DB
,DA
,DA
,D+?
,DZ
,DA
,DA
,DA
,D+?
,DA
,DA
,DA
,DA:
,DB
,DA
,DA
,DA:
,DA
,DA
,DA
,DA
,DA
,DA
,DB
,DA
,DA
,DA:
,DA
,DA
,DA:
,DA
,D+?
,DC:
,DA
,DA
,DA
,DA:
,DA:
,DA
,DA
,DA
,DA
,DA:
,DA:
,DA:
,DA
,DA:
,DC
,DA:
,D+?
,D+?
,DA
,DA+M
,DA
,DA
,DA
,DA
,DA
,DZ
,DA
,DZ
,DA
,DA
,DA
,D+?
,D+?
,DA
,DA
,DA
,DA
,DA
,DA
,D+?
,DA:
,DA
,DA
,DA
,DA:
,DA:
,DA
,DA
,DA
,D+?
,DA
,DA
,DA:
,DA
,DA
,DA
,DA
,sdB
,DA
,DA:
,DZ:
,DA
,DA
,D+?
,DA
,DAH:
,DA
,DA:
,D+?
,DA
,DA
,DA
,DA
,DA:
,DA
,D+?
,sdB
,DA
,DA
,DA+M
,DA:
,DA:
,DA:
,DA
,DA
,D+?
,DC
,DA
,DA
,DA:
,DA
,DA
,DA
,DA+M:
,D+?
,DA
,DA
,DA:
,DZ
,DA
,DA:
,DA
,DA:
,DA:
,DA
,DA
,DA+M
,DA
,DB
,DA+M
,DZ
,DA
,D+?
,DA:
,DA
,DA
,DZ
,DZ
,D+?
,DA
,DA
,DA
,DA
,DA
,DB:
,DA
,DA
,D+?
,DA
,DA
,D+?
,D+?
,sdB+MS
,DA
,DA:
,DA
,DA:
,DA
,DA
,DA
,DA
,DA
,DZ
,DZ
,DA:
,sdOB
,DA
,DA
,DZ
,DA
,DA:
,DAH:
,DA:
,sdA
,DA
,DA:
,DA
,DA:
,DA
,DA:
,DAB
,DA
,sdB
,DA:
,DA
,DA
,DB
,DZ
,DA
,DA
,DA
,D
,DA
,DA
,DA
,DA
,DA
,DA
,DA:
,DA
,D+?
,DA
,DA
,DC
,DB
,DA
,DA
,DA
,DA
,D
,DA
,DA
,DA
,DZ
,DA
,DA
,DA
,DA
,DA
,DAB:
,D+?
,DA
,DC
,DA
,D+?
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DA:
,DA
,DA
,DA
,DA
,DA:
,DZ
,DA
,DB
,DA
,DA
,DZ
,DA
,DA
,DA
,DA
,DA:
,DZ
,DA:
,DA:
,DA
,DA:
,DA
,DA
,DAH:
,DA
,D+?
,DA
,DA
,DAH
,DA:
,DA
,DA
,DA
,DA
,D+?
,DZ
,DAH
,D+?
,DA
,DA
,DB
,DA
,DA
,DB
,DA
,D+?
,DA
,D+?
,DA:
,DA
,D+?
,DZ
,D+?
,DA
,DA
,D+?
,DAB:
,DA
,DA
,DAB
,D
,D+?
,DB
,DA:
,DA
,DZ
,DA
,DA
,sd
,DA
,DA
,DA
,DA
,DZ
,DA
,D+?
,DA
,DA
,DA
,DA
,DA:
,DA
,DA
,DAB:
,DAB:
,DA
,DA
,DA
,DA
,D+?
,DA
,DA
,D+?
,DA
,DA
,DA
,DA
,DA
,DA:
,sdB
,DA+M6
,DA
,DAB:
,DA
,D+?
,DA
,DA
,DA
,DA:
,DX
,DB
,DA
,DA
,DA
,D+?
,DA:
,DA
,DA
,D+?
,D
,DA
,DA:
,DA
,DA
,DA
,DA
,DA:
,D+?
,DA
,DA
,DAB:
,D+?
,DA
,DA
,D+?
,DA
,DA
,DZ
,DA
,DA
,D+?
,DA
,DA:
,DA:
,DA
,DA
,DA
,DA:
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,sdAE
,DA
,DA
,DA
,D+?
,DA
,DAB:
,He-sdOB
,DZ
,DAB:
,DA:
,DA
,DA
,DZ
,DA
,DA
,DA
,D+?
,DA:
,DA
,DAB
,DA:
,DA
,DA
,DZ
,DA
,DA
,D+?
,DZ
,DA
,DA
,DB
,DA
,DA:
,DA
,DA
,DA
,D+?
,DA:
,D+?
,DA
,DA
,DA
,DA
,DA
,DA
,DA:
,sdB+MS
,DA:
,DA:
,D+?
,DA
,DA
,DA
,DAB
,DA
,DA:
,DA:
,DA+dM
,DA
,DA
,DC
,DZ
,DA:
,DA
,DA
,DA
,DA:
,DA
,DA:
,DA
,DA
,DAH:
,DA
,DA
,DA
,DA
,D+?
,DA
,DA
,DA
,D+?
,DA
,DA
,DA:
,DA
,DA
,DA
,DA
,DA
,DA
,DA:
,DA
,DA
,DA
,DA:
,DA
,DA:
,DA:
,DA
,D+?
,DA
,DA
,D+?
,DA
,DA:
,DA
,DZ
,DA:
,DA
,D+?
,DA
,DA
,DA:
,DA
,DA
,DA
,D
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DA:
,DA
,DA
,DA
,DA
,DA
,DA
,DC:
,DA
,DA:
,DA
,DA
,DA:
,DA
,DA
,DA
,D+?
,DA
,DZ
,DA
,DA:
,D+?
,DA
,DA
,DZ
,DA
,DAZ
,DA
,DA
,DA:
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DC+dM
,D+?
,DA:
,D+?
,DA:+M
,DQ
,DB
,DA
,D+?
,DA:
,sdA:
,DA
,sd
,DZ
,DA
,DB
,DA:
,DA
,DA
,DA
,DA
,D+?
,DA
,DA
,sdB
,DA
,D+?
,D+?
,DA
,DA:
,DA
,DB
,DA:
,DA:
,DA:
,DA:
,DA
,DA
,DA
,DA
,DA:
,DA:
,DA:
,DA
,DC
,DA
,DA
,DB
,DA:
,DB
,DA
,DA+K
,DB
,sdO
,DA
,sdB
,sdB
,sd
,DA+M
,sdB
,DB
,DA
,DB
,DA
,sdB
,sdB
,sdO
,D
,sdO
,DBAH:
,DA
,DA
,DA
,sdB
,D+?
,DB
,sdOB
,DA
,DA
,sdB+MS
,sd
,He-sdOB
,DA
,DA
,sdB
,DC
,DA
,sd
,sdB+MS
,sdB+MS
,sd
,sd
,DA
,DA
,sdB+MS
,DA
,DA
,sdB
,sdB
,sd
,sd
,sd
,sd
,sd
,sdB
,sdOB
,DA+dM
,sdB
,DA
,D+?
,sdB
,DA
,DA
,sdB
,sd
,sdO
,sdOB
,WD+MS
,sd
,DA
,sd
,sd
,sdO
,sdB
,sdB
,sdOB
,sdOB
,sd
,DA
,DA
,DA
,sdB
,DB
,He-sdO
,sdB
,DA
,He-sdO
,sd
,DA
,D+?
,DB
,sdB
,D+?
,DA:
,D+?
,DA
,sdB
,He-sdO
,D+?
,DA
,He-sdO
,DA
,D+?
,D+?
,D+?
,D+?
,D+?
,DA
,DA
,DA
,WD+MS
,D+?
,DAH
,DAH:
,DA
,DC
,DA:
,sdB
,sdB+MS
,sd
,DC
,D+?
,DA
,DA
,DA:
,DA:
,DA:
,DA:
,sdB
,DA
,sdB+MS
,D+?
,ELM-DA
,DA:
,sdB
,DA:
,DA
,DB
,DZ
,D+?
,DZ
,sdB+MS
,DA
,D+?
,DA
,DAH:
,DB
,sd
,DA:
,DA
,DA
,DA:
,DA:
,DZ
,DB
,DA
,DA
,DA:
,DA
,DA
,DA
,DB
,DA
,DA
,DA:
,DA:
,DA:
,DA
,DA
,DA:
,DA:
,DA
,DA
,DA
,DA:
,DA
,DB
,DA
,D+?
,DA
,DA
,DA
,DA
,D+?
,DA
,DA
,DA
,DA:
,DA
,DA
,DA
,DAZ
,DA:
,sdB
,DA:
,DA:
,DA
,DA
,DA
,DZ
,D+?
,DA:
,DA
,DA
,DA
,DA
,DA:
,DA
,DB
,sdB
,DA
,DA
,DA
,DA
,DA:
,D+?
,D+?
,DA
,DA
,DA
,DA
,ELM-DA
,DA
,DA
,DA:
,DA
,DA:
,D+?
,D+?
,DA
,DA:
,DA
,DZ
,DA
,DA
,D
,sdB
,DA:
,DA
,DA:
,DA:
,DA
,sdB
,D+dM
,DA
,DA:
,D+?
,DC
,DA
,DA
,DA
,D
,DA:
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,DA
,sdB
,DA
,DA:
,D+?
,DA
,DA
,DA:
,DAH
,DA:
,D+?
,DA:
