GaiaEDR3,specClass
797825016006907136,DA
797825016006907136,DA
797853023490413568,DA
797854393583526528,DA
797918410070877696,DA
798059486861639424,STAR
798124083170103680,DA
798135765481210624,DA
798233866830434560,DB
798239428814598784,DB
798306537677065984,DA
798306537677065984,DA
798306537677065984,DA
798306537677065984,DA
798327149223328256,DC
798355805245516160,DB
798355805245516160,DB
798374977979614080,DA
798374977979614080,DA
798374977979614080,DA
798450436261721600,DA
798457750589009920,DA
798457750589009920,DA
798481806702810240,DC
798489400204984576,DA
798494141848888704,WD
798542103747291904,DA
798542653503111296,DA
798588901710299904,DA
798602271945568256,DA
798617733827804160,DA
798617733827804160,DA
798617733827804160,DA
798632779096854656,DA
798742730259141376,DC
798764346831516032,CV
798788806668456960,DA
798799943520437888,DC
798832001157574656,Unreli
798855915534858240,STAR
798856465290710528,DA
798863573459194240,DA
798863573459194240,DA
798863573459194240,DA
798918480321407488,DB
798945555795035392,DA
798980568368200320,DZA
799085472946399872,STAR
799133954536821248,DA
799212840199174656,DC
799256069046789888,STAR
799268953948659456,DA
799325574500863744,DA
799358113173548544,DA
799391785717318016,DA
799391785717318016,DA
799391785717318016,DA
799415528295823104,STAR
799476005732929280,DC
799703050586626816,STAR
799763528023185280,DAB
799852343654303360,STAR
799955594663703680,DA
800004866528735104,DC
800009195855799808,DA
800111690955138048,DA
800162616384946048,DA
800162616384946048,DA
800281531141899264,DA
800284559096393088,DC
800328844501992704,DA
800363277256887680,Unreli
800367224329437952,DA
800381934594921472,DA
800381934594921472,DA
800404096625805056,DA_MS
800404096625805056,DA_MS
800441480021112448,DA
800471884092300416,DA
800517037086252032,DAB
800517037086252032,DAB
800575547422821888,DA_MS
800619046852359040,DA
800619046852359040,DA
800639593975697408,DA
800725218443409280,STAR
800725218443409280,STAR
800741131298931200,DC
800741131298931200,DC
800768958390593152,DA
800768958390593152,DA
800782874084676864,STAR
800818234551554816,DA
800818234551554816,DA
800818234551554816,DA
800835994240215296,DA
800840121704875648,STAR
800929555807451520,DA
800937359764306560,DB
800952787287663872,DA
800963125271784832,DB
800969825420803584,DA
800976770385043712,DA
800976770385043712,DA
801007999090066176,DA
801168738242963968,DB
801168738242963968,DB
801197424327527040,DA
801200997741011840,DZ
801308685457098752,STAR
801338578429397760,DA_MS
801338578429397760,DA_MS
801373384844856448,DA
801416776897466752,DA
801501473652373504,DA
801506455814455680,DC
801512095107318144,DA_MS
801539441163416832,Unreli
801552948836775168,STAR
801647708698942336,DA
801658669455479296,STAR
801671623076896384,STAR
801684301820413952,DA
801702237603882496,DA
801702237603882496,DA
801741270267199744,STAR
801775423846757120,DA
801822157386072320,WD
801866000412213376,DA
801889223300480512,DA
801934853032868096,DBA
801934853032868096,DBA
801978902217020032,DA
801978902217020032,DA
802016702227821312,DA
802022577743072256,DA
802052161478252544,DA
802101978799894656,WD
802118505834107520,DA
802132627686738944,DA
802193994179527680,DC
802193994179527680,DC
802463477607834624,DA
802463477607834624,DA
802491652592723584,DA
802493267500431744,DA
802612190855091328,DA
802612190855091328,DA
802612190855091328,DA
802690939075660160,DA
802734507224071936,CV
802766912756123392,DA
802833433209879040,DA
802836555647011200,DA
802943414432848640,DA
802943414432848640,DA
803044058405829760,DA
803044058405829760,DA
803044058405829760,DA
803044058405829760,DA
803113190198180352,CV
803130365769477760,Unreli
803211596486728064,DC
803372327046929920,DA
803394802615200640,DA_MS
803469500686357760,DA
803469500686357760,DA
803469500686357760,DA
803490735004698496,DZA
803490735004698496,DZA
803490735004698496,DZ
803494274058177536,Unreli
803561889724012672,DA
803594948091044992,DA
803600888027231360,DA
803693216941983232,DC
803756022245146624,DA
803759428157998080,DA
803759428157998080,DA
803772136962462336,DA
803803546061999616,DBA
803816259165592960,DA
803832129065844992,DA
803883290716584448,DB
803883290716584448,DB
803957988787509248,DA
804038356215377408,DA
804038356215377408,DA
804040108562044288,DA
804040486519166976,DA
804110511665869952,STAR
804132398819424256,DA
804135353756940672,DA_MS
804135353756940672,DA_MS
804169064957527552,DA
804205756865227136,DB
804302140229012352,STAR
804438234850604032,DA
804438234850604032,DA
804494550462290944,DA
804516437615053568,DA
804516437615053568,DA
804520595148840448,DA
804520595148840448,DA
804542482296958592,WD
804553374333787008,STAR
804595812910268032,DA
804749362281512960,STAR
804825056784953984,STAR
804952638795389952,STAR
805007163398959360,CV
805083892993241728,DC
805083892993241728,DC
805132305864569344,DA
805144228693747328,DBA
805192602906283520,DZA
805192602906283520,DZ
805232047886567808,DA
805232047886567808,DA
805232047886567808,DA
805327086922681600,DA
805348389964643456,DA
805348389964643456,DA
805381203510342912,DA_MS
805391511432530432,STAR
805421713641704576,DA
805434461104652160,DA
805470233890349440,DA
805470233890349440,DA
805486756627156992,STAR
805486756627156992,STAR
805502218508908416,DA
805502218508908416,DA
805502218508908416,DA
805523384107728896,DA
805554788908732288,DC
805567918626426624,STAR
805598047819474304,DA
805625054573936000,DC
805651790749103744,DA
805651790749103744,DA
805674532596684416,WD
805697489201014272,DA
805702540082974720,DC
805714011936210688,DA
805738750947941632,DA
805764761270194688,DA
805791871103660544,DA
805791871103660544,DA
805804378048289536,Unreli
805840696291899648,WD
805840696291899648,Unreli
806028747139931008,STAR
806057025204204032,CV
806057025204204032,CV
806065653796253312,DA
806069807026971392,DA
806071834251570048,DA
806119667304911488,DA
806131521414641664,DA
806225014263008384,DA
806225014263008384,DA
806276618292656512,DA
806276618292656512,DA
806276618292656512,DA
806671171167810048,DA
806671171167810048,DA
806774220320832128,STAR
806795866955998848,DA
806795866955998848,DA
806841599767700096,DZ
806845757296031616,STAR
806940280936056960,DA
806940280936056960,DA
806940280936056960,DA
806968623424621440,DA
806980821130050432,DA
807036660001899392,DA
807037037959019776,STAR
807045451798185088,DA
807079300437166592,DA
807089505279406080,DA
807172995146946816,DZ
807183062550283392,DA
807194989676056448,DA:
807199177267304448,DA
807199177267304448,DA
807201032693583360,Unreli
807215807380999424,DA
807269992688169984,DA
807275421526926464,DA
807280785942808320,DZ
807280785942808320,DZ
807397024937540352,DA
807413307157496320,DA
807425229986209280,DBZ
807425229986209280,DB
807517039207517952,DA
807522055729348992,DA
807522055729348992,DA
807527832461849216,DA
807601151849774208,DA
807601151849774208,DA
807623623115829376,DA
807734879948458112,DA
807734879948458112,DA
807734879948458112,DA
807734879948458112,DA
807829334869698688,STAR
807847717332553344,STAR
807848786777816448,DC
807856925739123456,DA
807874522221844608,DA
807874522221844608,DA
807898333520458368,DA
807906751656796160,DA
807920903572114304,STAR
807933861489906816,STAR
807951591114891520,DA
808000480725940096,DA
808062946730396032,DB
808062946730396032,DB
808096447475123584,DA_MS
808096447475123584,DA_MS
808120945968444288,DA
808122290295313664,DC
808143589036473088,DC
808161284301494528,DZ
808192586023613824,WD
808207880403504640,DA
808207880403504640,DA
808262168789946880,STAR
808268967721645696,DA
808268967721645696,DA
808273262688906624,DA
808273262688906624,DA
808294565726845056,DA
808298555752832128,STAR
808301781272159104,DA
808316555959581568,DBAZ
808319240315559168,DA
808374108521411072,DA
808489041845555840,DA
808489041845555840,DA
808492409100354176,DB
808492409100354176,DB
808492409100354176,DB
808520893323497984,DB
808529758136028160,DA_MS
808536389565562880,DA
808645962771029120,DA
808649364385139328,DA
808656408131794816,DC
808657370204219904,DC
808657370204219904,DC
808676096261915904,DA
808682663268345472,DA
808751795061863168,WD
808795706807426688,DZBA
808795706807426688,DBAZ
808893765204268544,DA
808936302560071040,DZ
808953791666953472,DA
809022236265992704,DA
809051068383311616,WD
809051476403197568,DA
809080338584624384,Unreli
809117348318721664,STAR
809117348318721664,STAR
809186888132429696,DA
809276086012704512,DA
809317386418321792,DA
809317386418321792,DA
809330717996840064,WD
809348000945439872,DA
809348000945439872,DA
809357930909948800,DA
809365799290028160,Unreli
809365799290028160,DA
809383872512617344,STAR
809399712351787520,WD
809417476336725248,DA
809417476336725248,DA
809480221515659008,DA
809480221515659008,DA
809480221515659008,DA
809510281989479168,DA
809519215521799552,DA
809530829113271552,STAR
809573778786395136,DA
809588042373960192,DA
809588042373960192,DA
809609482850719744,DA
809609650353298304,DA
809634702898642048,DA
809655211365853184,DA
809664625934092672,DA
809762413749856640,DA
809818007806665856,DA
809819523931409536,DC
809837700232979072,DA
809837700232979072,DA
809899887063318784,STAR
809904151966915968,STAR
809908614436438144,DB
809908614436438144,DB
809944730817716480,DA
809998950485080192,STAR
810014442430828032,DC
810023066725763456,Unreli
810060759358150400,DC
810075946362550144,DA
810190158132536576,DA
810190158132536576,DA
810195694346871808,CV
810195694346871808,CV
810281314518995200,DA
810283513541819648,DA_MS
810350137074629120,DC
810350137074629120,DC
810350137074629120,DB
810354981797753984,DB
810358417771731584,WD
810394907813825152,DA
810411159970115968,DA
810432536022804992,Unreli
810511009369581824,DB
810511009369581824,DB
810513002234399616,STAR
810540421305787136,DA
810613470109629312,WD
810684014948798080,DA
810684014948798080,DA
810799665531428608,DA
810829180546771456,DA
810836709625958528,DA
810836709625958528,DA
810852854406634752,DA
810889967220390912,DA
810998642776843520,DBA
811022866394438912,DC
811061216157284864,DA
811163711254608896,DA
811237923994639744,DC
811237923994639744,DC
811321040201912576,STAR
811332413275038208,DB
811332413275038208,DB
811332413275038208,DB
811349490064715264,DA
811354850184054016,DA
811388389584972288,DA
811435114533149056,DA
811489441575819648,DA
811553037155270400,STAR
811580524945703936,DA
811598357650171008,DA
811603649049697024,DA
811603649049697024,DA
811623405899283584,STAR
811668760753710336,DA
811677110170547968,Unreli
811699031683494016,DA
811996243420199424,DA
812144333892640640,DA
812144333892640640,DA
812202337427426304,DA
812202337427426304,DA
812234395063761664,DA
812234395063761664,DA
812323416849107072,DA
812332492116236800,Unreli
812448078274747520,DA_MS
812486969203926272,DC
812487351458491520,DA
812563110383624320,WD
812646810706806784,DA
812647669704286464,DA
812647669704286464,DA
812659798687934208,DA
812683442484575104,DA
812752879218825728,DB
812760678879291776,DBA
812760678879291776,DBA
812876475494644480,DA
812945469848631040,STAR
812945469848631040,STAR
812957835058551936,DA
812961344047758848,STAR
812966154409834368,STAR
813073764815291392,DB
813139391916046720,DA
813161141630378496,WD
813226012815955584,DA
813264946695984000,DA
813265011119053568,STAR
813335929619062272,CV
813338094282954368,DA
813361115307349632,DA
813378982371407360,DA
813378982371407360,DA
813448389043026432,DA
813470997750534144,DA
813487902741875072,DC
813487902741875072,DC
813564524958856576,DA
813598231862301184,DA
813599709331004288,DZ
813791505390000000,DB
813807998064478592,DA
813873796963639680,DA
813941657446972416,DA
813953752074975616,DC
814062603725812352,DA
814062603725812352,DA
814070094148831744,DA
814070094148831744,DA
814070094148831744,DA
814089301242975104,DA
814117854185299200,STAR
814144379903422336,DC
814226946354331136,DA
814259107070160128,DA
814290997204358912,DA
814290997204358912,DA
814365106862433152,DB
814462589736916096,DA
814501858621094912,DA
814515018401000064,DZ
814515018401000064,DZ
814609958653701632,DA
814620232217073152,STAR
814675517035988608,STAR
814694586690769536,DA
814705130833638400,Unreli
814708223210108800,DA
814722005761951872,Unreli
814722280639857664,STAR
814802922946561792,DA
814845868322046848,DA
814845868322046848,DA
814865212854831488,DZ
814867033921009920,DA
814879540865439488,DA
814883045559207936,DA
814953311224018560,DA
814954518110808832,DA
814975335815746816,DA
814999456352129920,DA
815092983559991808,DA_MS
815092983559991808,DA_MS
815106177700219392,STAR
815108204924690304,WD
815134799361707392,DC
815134799361707392,DC
815157790323237760,DA
815158988617365504,DA
815173110469861888,DC
815221424559052928,DA_MS
815235065374738816,DA
815235065374738816,DA
815252481465706752,WD
815279522579845248,DB
815316493658228352,DA
815382120758630144,DA
815420470522957568,DA
815420470522957568,DA
815429197896495104,DA
815528355804769920,WD
815625868742483200,DA
815643254770160512,WD
815643254770160512,WD
815723244240839424,DA_MS
815724824788789632,DA
815778980032866432,DA_MS
815855151276777856,DBA
815855151276777856,DBA
815863019656468864,DA
815904771035152128,DA
815950774428322944,DC
815981251516846080,DA
815981251516846080,DA
815981251516846080,DA
816025373717102720,DB
816043820600214912,DC
816043820600214912,DC
816089450332739072,DA
816100892125204736,DC:
816109344620833536,DA
816228779071456896,DC
816232352484249856,DB
816232352484249856,DB
816352920806223744,DA
816352920806223744,DA
816372883814358144,DA
816403360902393856,DA
816460814679945600,Unreli
816467617909061376,DA
816467617909061376,DA
816507269047133568,DA
816507269047133568,DA
816507269047133568,DA
816518607760755456,DA
816592343759666688,DA
816592343759666688,DA
816626188101474304,DA
816672603812543360,DA
816725762623998976,DA
816729159941452544,STAR
816765791717534848,Unreli
816808432153940352,DA
816808432153940352,DA
816808432153940352,DA
816847116924091520,MWD
816847116924091520,MWD
816859039752293504,DA
816879969128955008,STAR
816879969128955008,STAR
816897561314975872,DA
816909995244817792,Unreli
816917799200888064,DA
816917799200888064,DA
816927243833138560,DA
816928755661539328,DA
816957652201967104,DB_MS
816957652201967104,DB
816963287199111168,DA
817009191809459968,DA
817009191809459968,DA
817020015127076736,DA
817021561315301376,DBZ
817021561315301376,DBAZ
817021561315301376,DB
817042245877967488,DA
817106537243708928,DA
817122097909209344,DA
817147695914610944,DA_MS
817221230050543104,DA
817238439984010752,DA
817238439984010752,DA
817275376702286976,Unreli
817306064243584000,DA
817306064243584000,DA
817354026144111744,STAR
817391993654637824,DA
817391993654637824,DA
817424772844576768,CV
817454631457394816,Unreli
817506415879164928,DA_MS
817507992131183744,DA
817561558963166720,WD
817574138923328896,DA
817574718742994816,WD
817582831937130880,DA
817590730381121920,DA
817726142110007168,DA
817726142110007168,DA
817739782926175488,DAZ
817739782926175488,DAZ
817739782926175488,DA
817766892759802240,DC
817766892759802240,DC
817766892759802240,DC
817787890855484416,DB
817867085761330816,DA
817877084440875136,DA
817884952820918528,DA
818151103353879808,DZ
818250334278307456,Unreli
818250334278307456,DC
818377224792680064,DA
818377224792680064,DA
818377224792680064,DA
818396981642580480,DA
818401143466322048,Unreli
818413512972762240,STAR
818462608742439552,DC
818462608742439552,DC
818484461536162432,DA
818528545080055680,DA
818551050708481024,STAR
818574346611195776,DA
818574346611195776,DA
818574346611195776,DA
818602457173176192,DA
818626539053924224,DA_MS
818626539053924224,DA_MS
818795245369768192,STAR
818826340932337536,DA
818826340932337536,DA
818826340932337536,DA
818826340932337536,DA
818833900075029632,DA
818833900075029632,DA
818878125354254848,DA_MS
818878125354254848,DA_MS
818878125354254848,DA_MS
818895163488690176,STAR
818972438540370432,DA
819021852139500032,DA
819021852139500032,DA
819021852139500032,DA
819107987708495232,DA
819113004230287104,DA
819113004230287104,DA
819144924426686208,DA
819148429119873664,DA
819196159091369344,DA
819200587202848896,DA
819259170557100800,DA
819326721802828800,DA
819326721802828800,DA
819397674662442496,DA
819399117771458944,STAR
819427022175456640,DC
819468318284653440,DA_MS
819469898832355840,DA
819541538887077120,STAR
819541538887077120,STAR
819555145343490304,DA
819574013135499776,DQ
819580571549521280,STAR
819581224384558720,DA
819634108317874176,DA
819669700710747520,WD
819687499055488768,DA
819704580141978752,DZ
819786626900309632,STAR
819895238033620096,DC
819896509343966464,DA
819896509343966464,DA
819918813110721536,STAR
819942173435780096,DC
819948603003731072,DA
819948603003731072,DA
819948603003731072,DA
819965709856714240,STAR
819981996372755072,DA
819981996372755072,DA
819999416760322560,DA
820032230310502016,DA
820032230310502016,DA
820143177905696128,DA
820143177905696128,DA
820167229722388864,DZ
820169737983275904,DA
820169737983275904,DA
820209904517677824,DC
820209904517677824,DC
820221105792129536,DA
820257286596513536,DB
820257286596513536,DB
820257286596513536,DB
820311063883984000,DA
820311197026375808,DA
820337722743910400,STAR
820343838777933184,DA
820343838777933184,DA
820354009259942016,DAZ
820390636741167232,DA
820416857517996544,DA
820436335193210496,DA
820465334812545664,DA
820496773973361920,DA
820496773973361920,DA
820506669577974016,DA
820507219333796992,STAR
820517664694253440,DC
820526873104189952,Unreli
820541235474891136,DA
820545289923503104,DA
820595012760166400,Unreli
820680873451497984,DA
820736020831182720,DB
820736020831182720,DB
820840165198320640,DQ
820840165198320640,DQ
820879026062438400,DA
820959638305816448,CV
820959638305816448,CV
820969357814798080,DC
821011207975866624,DB
821031755099762944,Unreli
821088792264944384,DA
821099753022182784,DA
821154178847153152,DA
821200117817850880,DA
821245472672385920,DA
821247465537145344,DAH
821343260487492864,DB
821368171297757952,CV
821412838957446400,STAR
821412838957446400,STAR
821424280750628352,DA
821430224985459840,DA
821430224985459840,DA
821445755587233024,DZ
821535778101564160,DA
821535778101564160,DA
821622364642541184,STAR
821622364642541184,STAR
821664562695953536,DA
821716652060662144,STAR
821762758533563264,DA
821800829123228544,DZ
821825877372545536,WD
821900197487044352,DA
821946583133227904,DA
821981423908534656,DQ
822133573125270144,DA
822211290557799808,DA
822211290557799808,DA
822259840867972992,DA
822320795044375552,DA
822334749394336000,DA
822334749394336000,DA
822334749394336000,DA
822338490313075712,STAR
822344846864665856,DA_MS
822365875020629760,DA_MS
822365875020629760,DA_MS
822445520894382208,STAR
822480464748004864,DC
822522834601147520,STAR
822613780532839680,DA
822613780532839680,DA
822704902559712640,DA_MS
822712667860466048,DC
822730260046132608,DA
822853267909452288,STAR
822873574515104384,DA
822895053648263552,STAR
822905735229900800,DA
822992459209771392,STAR
823204905472096128,DA
823393402996648960,DA
823465455367792896,DC
823593685911793152,DA
823594544905258880,DC
823631692078674816,DA
823634745798787328,DAH
823658801912203392,DA
823681131445682944,DC
823737309617736576,WD
823759368569819392,STAR
823804963943094016,DA
823836368743838592,DC
823958964290045952,DC
823990712688448512,DA
823999989817978496,DA
824023663677289344,DA_MS
824070289842835584,DA
824313075753960576,DA
824316168130084864,DA
824365165117229568,DA
824368188774453120,DA:
824368188774453120,DA
824447564066161152,WD
824494465108560128,DA
824516760282839040,DA
824516760282839040,DA
824579398086675584,DA
824626299128884992,DA
824626299128884992,DA
824699176134076544,DA
824699760249852544,DC
824699760249852544,DC
824712164115474048,DA
824712164115474048,DA
824730477855264256,DA
824739140805700352,STAR
824799781447798784,DA
824799781447798784,DA
824799781447798784,DA
824799781447798784,DA
824834798317250304,STAR
824920010468363136,DA
824920010468363136,DA
824957118984795776,DA
824978967483633792,DA
824983507264771712,DA_MS
824993054976432128,DA
824993054976432128,DA
824993054976432128,DA
825103521535475200,DA
825147914316749056,DC
825151285867688192,Unreli
825180968385183616,DA
825180968385183616,DA
825180968385183616,DA
825188630607017216,DA
825188630607017216,DA
825197671514401536,STAR
825223093424443904,DA
825223093424443904,DA
825327306511105664,STAR
825341673177429376,CV
825364380668613376,DA
825395235714032896,DA
825395235714032896,DA
825498899044226048,DC
825536282439988736,CV
825538687621701632,STAR
825554424381952128,DB
825640117568825472,DA
825757043759267584,DA
825789513712009216,DZ
825793877398829056,DA
825793877398829056,DA
825793877398829056,DA
825797553890018688,DA
825803055744672128,DA
825843630299266560,DA
825892283689367424,Unreli
825893245762046976,DA
825893245762046976,DA
825893245762046976,DA
825895346002417792,DA
825899636672794880,DA
825917194499207680,STAR
825950557805138560,DA
826043436474301312,DA
826139742524515584,STAR
826139742524515584,STAR
826167131532386688,DA
826184547623588864,DA
826184547623588864,DA
826184547623588864,DA
826263334503917696,DA
826263540662350592,DC
826268625903809920,DA
826303952010148224,DA
826303952010148224,DA
826303952010148224,DA
826323257887507584,DZ
826323257887507584,DZ
826339578762880768,DA
826340923089047296,DA
826349066346658304,DZ
826375072372609536,DA
826375072372609536,DA
826393940164898944,STAR
826408027657600384,DA_MS
826408027657600384,DA_MS
826442761057405056,DA
826455611599361792,DB
826455611599361792,DB
826481862439640192,DB
826481862439640192,DB
826488184631550208,DZ
826501413130860544,DA
826542747895967872,DA
826542747895967872,DA
826546767985377920,DB
826601022012287872,DA
826685207667380608,DA
826768083356261376,Unreli
826792788007960704,DC
826803027209990656,DA
826803027209990656,DA
826874151868315008,DA
826908919627925760,DB
826908919627925760,DB
826908919627925760,DB
826931287817249024,DC
826954824238274048,DA
826954824238274048,DA
826960837192462976,DA
826990317847974144,DA
827046294157874944,DA
827106183181758464,DA_MS
827225201019400960,DA
827225201019400960,DA
827369889877647616,STAR
827418852504701312,DA_MS
827571104801451392,DA
827571104801451392,DA
827592884580055040,DA
827606765914066944,DA
827619792550796288,DA
827627622275546368,DA
827698815653112192,WD
827744582824827264,DA
827744582824827264,DA
827816330254515200,DA
827855633499212416,DC
827919302094697856,DA
827940467693625728,DA
827961946825467520,DA
827961946825467520,DA
827984349374577024,DA
827984349374577024,DA
827984349374577024,DA
828033685663345024,DA
828073852197170560,DA
828073852197170560,DA
828080316123850112,DA
828080311828060160,STAR
828164738000958208,DC
828313172070937216,DA
828313172070937216,DA
828313172070937216,DA
828314370366107520,DA
828314370366107520,DA
828417999336648320,DZ
828448412001078656,STAR
828463697789196416,DA
828569388344319616,Unreli
828569388344319616,Unreli
828604675795615744,WD
828604675795615744,DA
828619416123423360,DA
828619416123423360,DA
828640856599832960,WD
828640856599832960,Unreli
828659891894836608,STAR
828832004130889088,DA
828871861427262464,DZ
828871861427262464,DZ
828871861427262464,DZ
828948895955901824,DA
829138733509839360,STAR
829138733509839360,STAR
829185939492393216,DC
829189238024487552,DA
829226999377005824,WD
829267582535762688,DA
829301048920888448,DA
829301048920888448,DA
829301048920888448,DA
829395774411516416,DA
829430275896907904,DA
829432951648572800,DA
829432951648572800,DA
829436735527812608,DA
829439827903591296,DC
829439827903591296,DC
829443744913763328,DA
829443744913763328,DA
829443744913763328,DA
829492737593652992,DA
829495181441996800,DA
829495181441996800,DA
829499575181621248,DC
829511429291479808,STAR
829525997820611968,DA
829536649338846336,DA
829539329398458624,DA
829539329398458624,DA
829602933573991296,STAR
829700171633354240,DA
829700171633354240,DA
829796099723291904,DA
829814963219706624,DA
829843657899711872,DA
829871931666047104,DA
829999646813967744,STAR
830002812207609472,WD
830002910988953728,DA
830002910988953728,DA
830034079569393536,DQ
830121284584584320,DA
830121284584584320,DA
830131248908681472,DA
830138086497011584,DA
830172377515490688,DA
830172377515490688,DA
830179245165690112,DA
830203606220330240,DZ
830203747956596864,Unreli
830223294350413696,STAR
830229547822637824,DB
830229547822637824,DB
830236973823959424,STAR
830339945662553216,DA
830339945662553216,DA
830340259197323264,DA_MS
830469417454250496,DZ
830545107659880832,DA
830545107659880832,DA
830546177109872896,DC
830600224978689152,DA
830628571762387456,DC
830647641416984320,DA
830799438443424128,DA
830852249361380608,DA
830902586378286848,DA
830903655826394752,DBA
830932071338482304,STAR
830983851464020736,WD
831073732234915968,STAR
831081982874298368,DA
831156676643105280,DA
831197946987794560,WD
831197946987794560,DC
831233230140148480,DA
831250306930479616,DA
831296421997814144,STAR
831396885574403840,DA
831397813287390848,DB
831410874285655424,DA
831410874285655424,DA
831432452201307776,STAR
831501240400109824,STAR
831501240400109824,STAR
831528895689054208,DA
831534736844520064,DA
831579645023103488,DA
831579645023103488,DA
831764259896796672,STAR
831785498511369344,DC
831790373298091008,DA
831790373298091008,DA
831790373298091008,DA
831810542464669312,DA
831826489679181824,DA
831826489679181824,DA
831838889248699136,DA
831999834559075584,DA
831999834559075584,DA
831999834559075584,DA
832115210264920576,DA
832119165931539584,DC
832128202542718976,DA
832149157685822080,DA
832161664630954752,Unreli
832162626703637888,DA
832167200845702016,STAR
832172801483053056,DA
832203931404751488,DA
832203931404751488,DA
832240863827773440,WD
832295461452100224,DA
832306216050238976,WD
832306216050238976,DC
832424138672377600,DA
832512030883235200,DC
832544333332497280,STAR
832546115743194880,STAR
832558691407517184,Unreli
832588584379984768,STAR
832628372957384064,DA
832680191738024192,DA
832680191738024192,DA
832680191738024192,DA
832718979587001856,DA
832732757842128640,DC
832748872559701376,DZ
832811716520853760,DA
832811716520853760,DA
832863462286895872,DZH
832884902764112640,DA
832884902764112640,DA
832884902764112640,DA
832886964348421120,DC
832942871937909632,CV
832942871937909632,CV
832942871937909632,CV
832953244283608448,DA
832962006016362880,DA
832962006016362880,DA
832962006016362880,DA
832962006016362880,DA
833075947204692736,DA
833119515353157120,DA
833119515353157120,DA
833119515353157120,DA
833191803946601344,DZ
833196820468404864,DA
833196820468404864,DA
833219360456841984,Unreli
833219360456841984,Unreli
833244894039547904,DA
833257740284677504,DA
833257740284677504,DA
833276088385042432,DAZ
833276088385042432,DA
833276088385042432,DA
833400298839067648,DA
833424281937140864,DA
833452873535333760,DA
833470465721350784,DA
833475855904134400,STAR
833498567690842624,DA
833498567690842624,DA
833581718257870208,DA
833584089079817472,STAR
833600513034674432,DA
833753349447092224,DA
833792034216593920,DA
833881575694518912,DA
833958713307261312,STAR
834040936161222656,DA
834042929026046464,DA
834176141731355392,DZB
834176141731355392,DZ
834228987009030528,Unreli
834234385783616640,DA
834245033007060608,DA
834245033007060608,DA
834301108100481792,DA
834423256969884928,DC
834453184301833344,DC
834461538014044288,CV
834525820788839680,CV
834562070313141888,DC
834689544942533632,DA
834689544942533632,DA
834726859618217344,STAR
834803516194448512,DA
834947865750806272,CV
835021975410784256,DA
835021975410784256,DA
835032283332319360,STAR
835049119604166016,Unreli
835076916632519424,DA
835090420009743616,DA
835137733369287040,DB
835137733369287040,DB
835146014066258944,DA
835192885045704960,DA
835224560428245632,DA
835236723775760768,DA
835236723775760768,DA
835236723775760768,DA
835241985111553408,DA
835241985111553408,DA
835241985111553408,DA
835312250777272960,WD
835359697282070272,DA
835359697282070272,DA
835429310109069696,DA
835429310109069696,DA
835465456553920768,DA
835516034089277696,DA
835539643524696320,STAR
835679071047799552,DA
835679071047799552,DA
835679071047799552,DA
835712228195154816,STAR
835715835967738240,DB
835715835967738240,DB
835715835967738240,DB
835779264044805632,DA
835805033848324608,DA
835805033848324608,DA
835822866552679040,STAR
835822866552679040,DB
835865511283584128,DA
835865511283584128,DA
835865511283584128,DA
835875849268986496,DA
835922681596199808,WD
835962538889242624,DA
835962538889242624,DA
835990752529975808,Unreli
836049537746782720,DA
836049537746782720,DA
836107708783887360,DA_MS
836107708783887360,DA_MS
836152239004393984,STAR
836213605497237248,STAR
836223677197038976,DA
836223677197038976,DA
836223677197038976,DA
836276586897935488,DA
836276586897935488,DA
836316959590096256,DA
836319502210730112,Unreli
836319502210730112,Unreli
836406574085105024,DA
836406574085105024,DA
836477522647623680,DA
836477522647623680,DA
836477522647623680,DA
836498039709296512,DA
836507626075569024,DAZ
836507626075569024,DAZ
836510989033113472,DA
836517723541888000,DQ:
836570465740013952,DA
836585412226099712,DA
836662240601017856,DA
836711826000250752,DA
836711826000250752,DA
836711826000250752,DA
836722919899135360,DA
836823151552466304,DZ
836855685928211712,DA
837038411017250944,DA
837073565325250048,DA
837084590505236864,DZ
837143414377236352,DC
837162724550333312,DA
837175849970560768,DA
837242890116333312,DA
837242890116333312,DA
837279478941073408,DC
837331637023975936,DA
837405063785226368,Unreli
837458527537613824,DA
837469217713046272,DA
837469217713046272,DA
837495464256630912,DA
837500240260693632,DA
837503298277011712,DA
837541712464272384,DC
837544328101068416,DA
837550886514384128,DA
837550886514384128,DA
837663449017732096,DC
837672932305146240,STAR
837867756318655104,DB
837893216884789632,DA
837893216884789632,DA
837951967740873088,DA
837979627330184192,DA
838003369908898688,DA
838032129010107776,DC
838094560654543488,DA
838094629374024832,DA
838229972383622272,STAR
838295294542456448,DA
838339236351859456,DA
838343947931980416,DA
838344081075034240,DZ
838410876406247680,DA
838410876406247680,DA
838502273310546816,DA
838508943395684352,DA
838508943395684352,DA
838679603920208128,DA
838679603920208128,DA
838680050596787200,STAR
838796117793089792,DA
838812954064368768,DC
838812954064368768,DC
838812958360645120,Unreli
838825873326035712,DA
838840510574586880,DA
838883808141441408,DA
838883808141441408,DA
838883808141441408,DA
838942696436845824,Unreli
839069999267736448,DA
839098384708377216,DA
839098384708377216,DA
839098384708377216,DA
839215031724944384,STAR
839261039415143296,Unreli
839439332095168640,WD
839505066570766848,STAR
839550348409700224,DA
839578798273255040,DZ
